"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","716231375294324","2025-10-16","05:01:00 PM","America/Chicago","1191660","SD162","Capriotti's Sandwich Shop","2504 S Marion Rd  ","Sioux Falls","SD","57106","Prepaid Order","Grubhub Delivery","GH+","31.78","2.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34.07","-3.18","-3.18","0.00","0.00","-2.29","0.00","0.00","0.00","25.42",,"BwEAAAAAABIu7GzeE0Kq0xHwk0M3FXSZQIY"
"Marketplace","961031342677925","2025-10-13","01:00:00 PM","America/Chicago","11584616","Frisco","Capriotti's Sandwich Shop","1612 FM 423  ","Frisco","TX","75034","Prepaid Order","Grubhub Delivery","GH+","14.99","1.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.23","-1.50","-1.50","0.00","0.00","0.00","0.00","0.00","0.00","13.23",,"BwEAAAAAALDEaApcrsCoWBHwrsHZjvZ9h9E"
"Marketplace","267331368548687","2025-10-15","02:03:00 PM","America/Los_Angeles","2051422","NV054","Capriotti's Sandwich Shop","1530 S Stanford Way Ste B  ","Sparks","NV","89431","Prepaid Order","Grubhub Delivery","GH+","30.37","2.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","32.88","-3.04","-3.04","0.00","0.00","-2.51","0.00","0.00","0.00","24.29",,"BwEAAAAAAB9NXoJpkACqBRHwkAFnU0ENiD8"
"Marketplace","654631365710639","2025-10-15","12:58:00 PM","America/Los_Angeles","384541","NV024","Capriotti's Sandwich Shop","3830 E Flamingo St ","Las Vegas","NV","89121","Prepaid Order","Grubhub Delivery","non GH+","21.08","1.77","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.85","-2.11","-2.11","0.00","0.00","-1.77","0.00","0.00","0.00","16.86",,"BwEAAAAAAAXeHXUDIHKp-xHwoHMhFEq_knQ"
"Marketplace","981831408608119","2025-10-19","04:35:00 PM","America/Los_Angeles","1026731","NV034","Capriotti's Sandwich Shop","11155 S Eastern Ave  ","Henderson","NV","89052","Prepaid Order","Grubhub Delivery","GH+","32.25","2.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","34.95","-3.23","-3.23","0.00","0.00","-2.70","0.00","0.00","0.00","25.79",,"BwEAAAAAAA-qq931s5StPhHws5UxIGYFDGM"
"Marketplace","391531346577971","2025-10-13","07:36:00 PM","America/Chicago","2289971","IA190","Capriotti's Sandwich Shop","13101 University Ave ","Clive","IA","50325","Prepaid Order","Grubhub Delivery","non GH+","27.59","1.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.52","-2.76","-2.76","0.00","0.00","-1.93","0.00","0.00","0.00","22.07",,"BwEAAAAAACLxMz0Mx1CokBHwh1EVXSkXhxg"
"Marketplace","100131369614129","2025-10-14","07:14:51 PM","America/Phoenix","7804952","AZ900482","Capriotti's Sandwich Shop","1830 E Broadway Blvd  ","Tucson","AZ","85719","Prepaid Order","Pick-Up","non GH+","27.59","2.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","29.99","-2.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","27.23",,"BwEAAAAAAHcYGGm47YCpahHwrYFnU0ENiD8"
"Marketplace","833931348173630","2025-10-13","12:07:00 PM","America/Denver","3055744","UT154","Capriotti's Sandwich Shop","6002 S State St  ","Murray","UT","84107","Prepaid Order","Grubhub Delivery","GH+","18.59","1.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.16","-1.86","-1.86","0.00","0.00","0.00","0.00","0.00","0.00","16.44",,"BwEAAAAAAC6ggDDzMaCoWxHwsaGLPHDm6Zk"
"Marketplace","267331378565327","2025-10-16","11:00:00 AM","America/Los_Angeles","1278731","NV121","Capriotti's Sandwich Shop","11010 Lavender Hill Dr Ste 160  ","Las Vegas","NV","89135","Prepaid Order","Pick-Up","GH+","14.08","1.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.26","-1.41","0.00","0.00","0.00","-1.18","0.00","0.00","0.00","12.67",,"BwEAAAAAABODC5lLcrCqsBHwsrEVz8cGRLw"
"Marketplace","182131378196949","2025-10-16","07:30:00 PM","America/New_York","3217317","PA100176","Capriotti's Sandwich Shop","5585 Hamilton Blvd  ","Allentown","PA","18106","Prepaid Order","Grubhub Delivery","non GH+","37.70","2.26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39.96","-3.77","-3.77","0.00","0.00","-2.26","0.00","0.00","0.00","30.16",,"BwEAAAAAADEXpSXBtpCq2hHwtpEddvNc8Bc"
"Marketplace","130231362196398","2025-10-14","07:30:00 PM","America/Phoenix","7804952","AZ900482","Capriotti's Sandwich Shop","1830 E Broadway Blvd  ","Tucson","AZ","85719","Prepaid Order","Grubhub Delivery","GH+","34.78","2.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.46","-3.48","-3.48","0.00","0.00","0.00","0.00","-4.00","0.00","26.50",,"BwEAAAAAAHcYGKDPvWCpZxHwvWEH9Bd7yhM"
"Marketplace","296831383214547","2025-10-17","07:32:00 PM","America/New_York","815979","GA141","Capriotti's Sandwich Shop","777 Townpark Ln NW Ste 104  ","Kennesaw","GA","30144","Prepaid Order","Grubhub Delivery","non GH+","28.78","1.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.51","-2.88","-2.88","0.00","0.00","-1.73","0.00","0.00","0.00","23.02",,"BwEAAAAAAAxzawlq2QCrqxHwmQH3DStkc_8"
"Marketplace","991231380048063","2025-10-17","12:23:00 PM","America/New_York","3217317","PA100176","Capriotti's Sandwich Shop","5585 Hamilton Blvd  ","Allentown","PA","18106","Prepaid Order","Grubhub Delivery","GH+","19.98","1.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.18","-2.00","-2.00","0.00","0.00","-1.20","0.00","0.00","0.00","15.98",,"BwEAAAAAADEXpTZJb6CrbhHwr6GFK7GX0Co"
"Marketplace","819431402716174","2025-10-19","02:26:00 PM","America/New_York","1044845","DE009","Capriotti's Sandwich Shop","430 Eden Cir  ","Bear","DE","19701","Prepaid Order","Grubhub Delivery","GH+","14.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.39","-1.44","-1.44","0.00","0.00","0.00","0.00","0.00","0.00","11.51",,"BwEAAAAAAA_xbXKb52CtDxHwp2EFPX4-FnU"
"Marketplace","219831383956942","2025-10-17","05:26:00 PM","America/New_York","5182088","PA100251","Capriotti's Sandwich Shop","467 N Sumneytown Pike Building B Unit 302  ","North Wales","PA","19454","Prepaid Order","Grubhub Delivery","GH+","28.77","1.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.50","-2.88","-2.88","0.00","0.00","-1.73","0.00","0.00","0.00","23.01",,"BwEAAAAAAE8SiKDBBBCrmxHwhBGpJBHM1tk"
"Marketplace","343131392361072","2025-10-18","02:00:00 PM","America/New_York","1044845","DE009","Capriotti's Sandwich Shop","430 Eden Cir  ","Bear","DE","19701","Prepaid Order","Grubhub Delivery","GH+","14.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.39","-1.44","-1.44","0.00","0.00","0.00","0.00","0.00","0.00","11.51",,"BwEAAAAAAA_xbceN9HCsRxHwtHHtC1PChWI"
"Marketplace","870831399746803","2025-10-18","02:52:36 PM","America/New_York","1044845","DE009","Capriotti's Sandwich Shop","430 Eden Cir  ","Bear","DE","19701","Prepaid Order","Pick-Up","non GH+","17.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","17.29","-1.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","15.56",,"BwEAAAAAAA_xbSGL4YSsTRHwoYXj5-UFP7A"
"Marketplace","206231357049327","2025-10-13","04:56:00 PM","Pacific/Honolulu","6358344","HI100392","Capriotti's Sandwich Shop","4210 Waialae Avenue unit 107  ","Honolulu","HI","96816","Prepaid Order","Grubhub Delivery","GH+","20.37","0.92","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.29","-2.04","-2.04","0.00","0.00","-0.92","0.00","0.00","0.00","16.29",,"BwEAAAAAAGEFSGU5OTCooxHwuTG7usO1XtA"
"Marketplace","841531379695384","2025-10-15","07:40:00 PM","America/Phoenix","7804952","AZ900482","Capriotti's Sandwich Shop","1830 E Broadway Blvd  ","Tucson","AZ","85719","Prepaid Order","Grubhub Delivery","GH+","15.59","1.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.95","-1.56","-1.56","0.00","0.00","0.00","0.00","0.00","0.00","13.83",,"BwEAAAAAAHcYGKHDpCCqNBHwpCENLir5URg"
"Marketplace","662931399003956","2025-10-18","05:45:00 PM","America/New_York","10478888","PA100505","Capriotti's Sandwich Shop","1086 E Lancaster Ave  ","Downingtown","PA","19335","Prepaid Order","Grubhub Delivery","non GH+","15.78","0.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.73","-1.58","-1.58","0.00","0.00","-0.95","0.00","0.00","0.00","12.62",,"BwEAAAAAAJ_lKLEcH1CsZRHwn1Exe5yjcQo"
"Marketplace","681831385604272","2025-10-17","11:19:00 AM","America/New_York","3354735","MD100322","Capriotti's Sandwich Shop","18B Bel Air S Pkwy  ","Bel Air","MD","21015","Prepaid Order","Grubhub Delivery","non GH+","15.59","0.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.53","-1.56","-1.56","0.00","0.00","-0.94","0.00","0.00","0.00","12.47",,"BwEAAAAAADMwb9sHrWCrZxHwrWFvI_4kO-E"
"Marketplace","180331354253753","2025-10-14","06:57:00 PM","America/New_York","1044845","DE009","Capriotti's Sandwich Shop","430 Eden Cir  ","Bear","DE","19701","Prepaid Order","Grubhub Delivery","GH+","37.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.27","-3.73","-3.73","0.00","0.00","0.00","0.00","0.00","0.00","29.81",,"BwEAAAAAAA_xbQx15mCpSxHwpmGfJBTxWbA"
"Marketplace","994831384222332","2025-10-17","06:06:00 PM","America/New_York","12040168","Marlton","Capriotti's Sandwich Shop","1041 NJ-73  ","Evesham","NJ","08053","Prepaid Order","Grubhub Delivery","non GH+","18.78","1.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.03",,"BwEAAAAAALe36FEVtuCroBHwtuHjFjXB1AI"
"Marketplace","049031373442095","2025-10-16","11:58:00 AM","America/Denver","3055744","UT154","Capriotti's Sandwich Shop","6002 S State St  ","Murray","UT","84107","Prepaid Order","Grubhub Delivery","GH+","17.99","1.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.51","-1.80","-1.80","0.00","0.00","0.00","0.00","0.00","0.00","15.91",,"BwEAAAAAAC6ggKfUu5CqsxHwu5ErdjhB5Dg"
"Marketplace","236431386499762","2025-10-17","12:51:00 PM","America/Los_Angeles","2598895","CA197","Capriotti's Sandwich Shop","5058 N Palm Ave ","Fresno","CA","93704","Prepaid Order","Grubhub Delivery","GH+","23.98","1.98","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.96","-2.40","-2.40","0.00","0.00","0.00","0.00","0.00","0.00","21.16",,"BwEAAAAAACen76LvQaCrjhHwgaHnXrFdH80"
"Marketplace","236431386499762","2025-10-17","12:51:00 PM","America/Los_Angeles","2598895","CA197","Capriotti's Sandwich Shop","5058 N Palm Ave ","Fresno","CA","93704","Order Adjustment","Grubhub Delivery","GH+","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.02","Tax Adjustment","CQMAAAAAACen76LvQaCrjhHwgaHnXrFdH80AAAAB"
"Marketplace","267331368542312","2025-10-15","03:42:00 PM","America/Phoenix","7804952","AZ900482","Capriotti's Sandwich Shop","1830 E Broadway Blvd  ","Tucson","AZ","85719","Prepaid Order","Grubhub Delivery","GH+","15.59","1.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.95","-1.56","-1.56","0.00","0.00","0.00","0.00","0.00","0.00","13.83",,"BwEAAAAAAHcYGK2xPeCqExHwveFfdb2C5Rs"
"Marketplace","129231379434774","2025-10-16","12:58:00 PM","America/Los_Angeles","2472962","OR228","Capriotti’s Sandwich Shop","2818 NE Halsey Street  Portland ","Portland","OR","97232","Prepaid Order","Grubhub Delivery","GH+","39.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39.78","-1.99","-3.98","0.00","0.00","0.00","0.00","0.00","0.00","33.81",,"BwEAAAAAACW8Ak2yrUCqxRHwrUGtE_z9JWQ"
"Marketplace","129231379434774","2025-10-16","01:22:08 PM","America/Los_Angeles","2472962","OR228","Capriotti’s Sandwich Shop","2818 NE Halsey Street  Portland ","Portland","OR","97232","Order Adjustment","Grubhub Delivery","GH+","-39.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-39.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-39.78",,"CQMAAAAAACW8Ak2yrUCqxRHwrUGtE_z9JWQAAAAB"
"Marketplace","236431396440592","2025-10-18","03:03:00 PM","America/Los_Angeles","3354463","OR100230","Capriotti's Sandwich Shop","13140 Southeast 172nd Avenue #134  ","Happy Valley","OR","97086","Prepaid Order","Grubhub Delivery","GH+","20.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.28","-2.03","-2.03","0.00","0.00","0.00","0.00","-3.00","0.00","13.22",,"BwEAAAAAADMvXzRZgXCsaRHwgXFFVlR9YP4"
"Marketplace","499931379637277","2025-10-16","12:50:00 PM","America/Los_Angeles","1026827","NV058","Capriotti's Sandwich Shop","8090 Blue Diamond Rd  ","Las Vegas","NV","89178","Prepaid Order","Grubhub Delivery","non GH+","80.67","6.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","87.43","-8.07","-8.07","0.00","0.00","-6.76","0.00","0.00","0.00","64.53",,"BwEAAAAAAA-rC2tZxpCquhHwhpE3a2qbSSc"
"Marketplace","470331352588031","2025-10-14","11:39:00 AM","America/Los_Angeles","1278807","NV111","Capriotti’s Sandwich Shop","3820 E Craig Rd ","North Las Vegas","NV","89030","Prepaid Order","Grubhub Delivery","GH+","54.25","4.54","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","58.79","-5.43","-5.43","0.00","0.00","-4.54","0.00","0.00","0.00","43.39",,"BwEAAAAAABODVyALaNCpKBHwqNGTqoPYzgM"
"Marketplace","470331352588031","2025-10-14","12:05:33 PM","America/Los_Angeles","1278807","NV111","Capriotti’s Sandwich Shop","3820 E Craig Rd ","North Las Vegas","NV","89030","Order Adjustment","Grubhub Delivery","GH+","-2.89","-0.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-3.13","0.00","0.00","0.00","0.00","0.24","0.00","0.00","0.00","-2.89","MISSING_ITEM - Refund requested by diner via help interaction","CQMAAAAAABODVyALaNCpKBHwqNGTqoPYzgMAAAAB"
"Marketplace","907031350308652","2025-10-14","03:42:00 PM","America/Los_Angeles","321694","NV035","Capriotti's Sandwich Shop","4825 S Fort Apache Rd Ste K ","Las Vegas","NV","89147","Prepaid Order","Grubhub Delivery","GH+","43.74","3.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","47.40","-4.37","-4.37","0.00","0.00","-3.66","0.00","0.00","0.00","35.00",,"BwEAAAAAAATonmuVXDCpShHwnDExXVun9c4"
"Marketplace","022231366228897","2025-10-15","11:43:00 AM","America/Los_Angeles","6924416","CA100455","Capriotti's Sandwich Shop","26889 Sierra Hwy  ","Santa Clarita","CA","91321","Prepaid Order","Grubhub Delivery","non GH+","20.78","1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.33","-2.08","-2.08","0.00","0.00","0.00","0.00","-4.00","0.00","14.17",,"BwEAAAAAAGmogHcEb7Cp8BHwr7HnXrFdH80"
"Marketplace","022231366228897","2025-10-15","11:43:00 AM","America/Los_Angeles","6924416","CA100455","Capriotti's Sandwich Shop","26889 Sierra Hwy  ","Santa Clarita","CA","91321","Order Adjustment","Grubhub Delivery","non GH+","0.00","-1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-1.55","Tax Adjustment","CQMAAAAAAGmogHcEb7Cp8BHwr7HnXrFdH80AAAAB"
"Marketplace","892531377504629","2025-10-15","05:41:00 PM","America/Los_Angeles","321694","NV035","Capriotti's Sandwich Shop","4825 S Fort Apache Rd Ste K ","Las Vegas","NV","89147","Prepaid Order","Grubhub Delivery","GH+","24.57","2.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","26.63","-2.46","-2.46","0.00","0.00","-2.06","0.00","0.00","0.00","19.65",,"BwEAAAAAAATonp-4-lCqJBHwulENLir5URg"
"Marketplace","520731405206706","2025-10-18","09:08:00 PM","America/Los_Angeles","2745321","CA084","Capriotti's Sandwich Shop","5495 Sepulveda Blvd Ste H  ","Culver City","CA","90230","Prepaid Order","Grubhub Delivery","GH+","34.18","2.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","36.86","-3.42","-3.42","0.00","0.00","0.00","0.00","-8.00","0.00","22.02",,"BwEAAAAAACnj6XIxYgCsnBHwogFl-VGDxLM"
"Marketplace","520731405206706","2025-10-18","09:08:00 PM","America/Los_Angeles","2745321","CA084","Capriotti's Sandwich Shop","5495 Sepulveda Blvd Ste H  ","Culver City","CA","90230","Order Adjustment","Grubhub Delivery","GH+","0.00","-2.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","-2.68","Tax Adjustment","CQMAAAAAACnj6XIxYgCsnBHwogFl-VGDxLMAAAAB"
"Marketplace","892931389617545","2025-10-16","07:06:00 PM","America/Los_Angeles","2472962","OR228","Capriotti’s Sandwich Shop","2818 NE Halsey Street  Portland ","Portland","OR","97232","Prepaid Order","Grubhub Delivery","non GH+","77.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","77.85","-3.89","-7.79","0.00","0.00","0.00","0.00","0.00","0.00","66.17",,"BwEAAAAAACW8AvAc7nCq9hHwrnEVz8cGRLw"
"Marketplace","892931399613301","2025-10-17","09:00:00 PM","America/Los_Angeles","2472962","OR228","Capriotti’s Sandwich Shop","2818 NE Halsey Street  Portland ","Portland","OR","97232","Prepaid Order","Grubhub Delivery","GH+","22.88","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.88","-1.14","-2.29","0.00","0.00","0.00","0.00","0.00","0.00","19.45",,"BwEAAAAAACW8Ah9eFjCrtxHwljEVz8cGRLw"
