"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","208131183775086","2025-09-26","09:10:00 PM","America/Los_Angeles","6924416","CA100455","Capriotti's Sandwich Shop","26889 Sierra Hwy  ","Santa Clarita","CA","91321","Order Adjustment","Grubhub Delivery","non GH+","0.00","0.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.07","Tax Adjustment","CQMAAAAAAGmogFaWMgCbUxHwsgFTL57llBQAAAAB"
"Marketplace","208131183775086","2025-09-26","09:10:00 PM","America/Los_Angeles","6924416","CA100455","Capriotti's Sandwich Shop","26889 Sierra Hwy  ","Santa Clarita","CA","91321","Prepaid Order","Grubhub Delivery","non GH+","14.99","1.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.38","-1.50","-1.50","0.00","0.00","0.00","0.00","0.00","0.00","13.38",,"BwEAAAAAAGmogFaWMgCbUxHwsgFTL57llBQ"
"Marketplace","320531170166001","2025-09-26","01:53:00 PM","America/Denver","5896776","CO100410","Capriotti's Sandwich Shop","5856 Barnes Rd  ","Colorado Springs","CO","80922","Prepaid Order","Grubhub Delivery","GH+","45.46","3.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","49.19","-4.55","-4.55","0.00","0.00","-3.73","0.00","0.00","0.00","36.36",,"BwEAAAAAAFn6SNl5F7CbDBHwl7HpBNYTuSw"
"Marketplace","206031160533360","2025-09-24","07:35:00 PM","America/Los_Angeles","3354463","OR100230","Capriotti's Sandwich Shop","13140 Southeast 172nd Avenue #134  ","Happy Valley","OR","97086","Prepaid Order","Grubhub Delivery","GH+","14.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.99","-1.50","-1.50","0.00","0.00","0.00","0.00","0.00","0.00","11.99",,"BwEAAAAAADMvX5Ho44CZsxHwo4F1cOE69K0"
"Marketplace","146131138124171","2025-09-22","07:22:00 PM","America/New_York","6190960","FL100383","Capriotti's Sandwich Shop","3817 Northdale Blvd   ","Tampa","FL","33618","Prepaid Order","Grubhub Delivery","GH+","36.27","2.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38.99","-3.63","-3.63","0.00","0.00","0.00","0.00","0.00","0.00","31.73",,"BwEAAAAAAF53cKW8VkCYBBHwlkGz7K_yDE4"
"Marketplace","291331189875830","2025-09-27","05:12:00 PM","America/Los_Angeles","7619600","NV191","Capriotti's Sandwich Shop","2190 E William St  ","Carson City","NV","89701","Prepaid Order","Grubhub Delivery","GH+","40.16","3.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","43.21","-4.02","-4.02","0.00","0.00","-3.05","0.00","0.00","0.00","32.12",,"BwEAAAAAAHREEM_TKlCb-RHwqlGdXCASVIY"
"Marketplace","224531177157631","2025-09-26","01:10:00 PM","America/New_York","3265301","PA016","Capriotti's Sandwich Shop","607 E Market St  ","West Chester","PA","19382","Prepaid Order","Grubhub Delivery","GH+","21.58","1.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.87","-2.16","-2.16","0.00","0.00","-1.29","0.00","0.00","0.00","17.26",,"BwEAAAAAADHTFZuxXZCa9hHwnZH1KsgtHpE"
"Marketplace","880831190960291","2025-09-28","03:49:00 PM","America/New_York","4703752","MD100298","Capriotti's Sandwich Shop","8036 Ritchie HighwaySuite 1D-2  ","Pasadena","MD","21122","Prepaid Order","Grubhub Delivery","GH+","51.56","3.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","54.65","-5.16","-5.16","0.00","0.00","-3.09","0.00","0.00","0.00","41.24",,"BwEAAAAAAEfGCDlYgQCcnxHwgQFppY-EhZ8"
"Marketplace","295531106795254","2025-09-24","11:30:00 AM","America/Los_Angeles","2745321","CA084","Capriotti's Sandwich Shop","5495 Sepulveda Blvd Ste H  ","Culver City","CA","90230","Order Adjustment","Grubhub Delivery","non GH+","0.00","1.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.29","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.29","Tax Adjustment","CQMAAAAAACnj6WkeasCVrBHwqsEzctcuOucAAAAB"
"Marketplace","295531106795254","2025-09-24","11:30:00 AM","America/Los_Angeles","2745321","CA084","Capriotti's Sandwich Shop","5495 Sepulveda Blvd Ste H  ","Culver City","CA","90230","Prepaid Order","Grubhub Delivery","non GH+","106.11","9.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","115.96","-10.61","-10.61","0.00","0.00","0.00","0.00","-10.00","0.00","84.74",,"BwEAAAAAACnj6WkeasCVrBHwqsEzctcuOuc"
