Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Tax on Uber funded promotions applied to the order,Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf	,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order Date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Other payments description,Other payments,"Marketplace Facilitator Tax Adjustment
",Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
Capriotti's Sandwich Shop (IA069),69|15645,,,,,UberEats Unknown,,8/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.24,,0,0,-2.24,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,,,,,UberEats Unknown,,8/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.61,,0,0,-3.61,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#E13D7,2e84a155-f968-42b2-8f3f-56bad6ee13d7,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/26/25,10:35 AM,Uber One member,98.89,6.92,105.81,0,0,0,0,0,0,0,0,0,0,0,0,105.81,-17.8,18,0,0,0,0,0,0,0,0,,0,,-6.92,0,81.09,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#95A3C,a2c4b698-85b2-413d-891f-1f838ef95a3c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/26/25,1:38 PM,Uber One member,42.47,2.98,45.45,0,0,0,0,0,0,0,0,0,0,0,0,45.45,-8.92,21,0,0,0,0,0,0,0,0,,0,,-2.98,0,33.55,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,,,,,UberEats Unknown,,8/27/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.19,,0,0,-3.19,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#8005E,b0e32a4a-302f-4ef7-9547-655c9fd8005e,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/27/25,4:46 PM,Non-member,17.49,1.23,18.72,0,0,0,0,0,0,0,0,0,0,0,0,18.72,-3.15,18,0,0,0,0,0,0,0,0,,0,,-1.23,0,14.34,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#DA464,2f8ee49f-1ab6-4892-8c0b-cbec490da464,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/27/25,5:45 PM,Uber One member,30.08,2.48,32.56,0,0,0,0,0,0,0,0,0,0,0,0,32.56,-6.32,21,0,0,0,0,0,0,0,0,,0,,-2.48,0,23.76,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#10132,be398c82-0cc7-4144-b85f-a1949c810132,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/27/25,6:35 PM,Uber One member,17.49,1.23,18.72,0,0,0,0,0,0,0,0,0,0,0,0,18.72,-3.67,21,0,0,0,0,0,0,0,0,,0,,-1.23,0,13.82,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,,,,,UberEats Unknown,,8/28/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.17,,0,0,-2.17,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#46D41,ed3c6241-f014-4dd3-b0aa-f2679ff46d41,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/28/25,11:18 AM,Uber One member,78.26,5.48,83.74,0,0,0,0,0,0,0,0,0,0,0,0,83.74,-16.43,21,0,0,0,0,0,0,0,0,,0,,-5.48,0,61.83,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#72DD3,646cb8fe-f237-4b0f-ac17-301d83272dd3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/28/25,3:00 PM,Non-member,35.38,2.47,37.85,0,0,0,0,0,0,0,0,0,0,0,0,37.85,-6.37,18,0,0,0,0,0,0,0,0,,0,,-2.47,0,29.01,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#F4B5E,843a5251-7a35-4c1a-863a-f9ba7e5f4b5e,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,8/28/25,4:20 PM,Non-member,76.36,5.35,81.71,0,0,0,0,0,0,0,0,0,0,0,0,81.71,-15.27,20,0,0,0,0,0,0,0,0,,0,,-5.35,0,61.09,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,,,,,UberEats Unknown,,8/29/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.86,,0,0,-3.86,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#2C1C8,30a28207-8ff5-4f72-b085-4e03b352c1c8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/29/25,12:54 PM,Non-member,13.79,0.97,14.76,0,0,0,0,0,0,0,0,0,0,0,0,14.76,-2.48,18,0,0,0,0,0,0,0,0,,0,,-0.97,0,11.31,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#FB890,663901dc-539a-4691-9e27-40fce0ffb890,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/29/25,5:41 PM,Non-member,53.87,4.58,58.45,0,0,0,0,0,0,0,0,0,0,0,0,58.45,-9.7,18,0,0,0,0,0,0,0,0,,0,,-4.58,0,44.17,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,,,,,UberEats Unknown,,8/30/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.75,,0,0,-2.75,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,,,,,UberEats Unknown,,8/30/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.7,,0,0,-0.7,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#DAC8D,8840c36e-b699-4494-b474-c3212c2dac8d,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/30/25,12:58 PM,Uber One member,42.47,2.98,45.45,0,0,0,0,0,0,0,0,0,0,0,0,45.45,-8.92,21,0,0,0,0,0,0,0,0,,0,,-2.98,0,33.55,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#24878,7be12c91-8844-4342-94ff-43e284924878,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/30/25,2:41 PM,Uber One member,25.07,2.13,27.2,0,0,0,0,0,0,0,0,0,0,0,0,27.2,-5.26,21,0,0,0,0,0,0,0,0,,0,,-2.13,0,19.81,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,,,,,UberEats Unknown,,8/31/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-4.07,,0,0,-4.07,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#56FF6,81d101f7-1448-40e8-aa01-285164d56ff6,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/25,12:01 PM,Uber One member,31.28,2.19,33.47,0,0,0,0,0,0,0,0,0,0,0,0,33.47,-6.57,21,0,0,0,0,0,0,0,0,,0,,-2.19,0,24.71,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#008B8,a0304be2-1735-4a97-9541-d6eea98008b8,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,8/31/25,5:57 PM,Non-member,27.06,2.3,29.36,0,0,0,0,0,0,0,0,0,0,0,0,29.36,-4.87,18,0,0,0,0,0,0,0,0,,0,,-2.3,0,22.19,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (IA069),69|15645,#2D548,b7eb85cd-255d-4705-a937-3d8fb172d548,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/25,7:31 PM,Non-member,35.68,2.59,38.27,0,0,0,0,0,0,0,0,0,0,0,0,38.27,-6.42,18,0,0,0,0,0,0,0,0,,0,,-2.59,0,29.26,9/2/25,0,0,,R5A9UDYU72ZTI92
Capriotti's Sandwich Shop (OK100234),,,,,,UberEats Unknown,,8/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-6.35,,0,0,-6.35,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#1D1AD,7a6113ca-f25d-47b0-b69b-b97ddea1d1ad,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/25/25,1:20 PM,Non-member,18.89,1.61,20.5,0,0,0,0,0,0,0,0,0,0,0,0,20.5,-3.4,18,0,0,0,0,0,0,0,0,,0,,-1.61,0,15.49,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#6B607,24b02909-2535-43c7-8743-cdfdf416b607,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,8/25/25,3:55 PM,Non-member,41.57,3.5,45.07,0,0,0,0,0,0,0,0,0,0,0,0,45.07,-7.48,18,0,0,0,0,0,0,0,0,,0,,-3.5,0,34.09,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,,,,,UberEats Unknown,,8/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.49,,0,0,-3.49,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#204FF,dc75aae8-7864-424a-877f-851a4fd204ff,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/26/25,6:32 PM,Non-member,21.89,1.87,23.76,0,0,0,0,0,0,0,0,0,0,0,0,23.76,-3.94,18,0,0,0,0,0,0,0,0,,0,,-1.87,0,17.95,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,,,,,UberEats Unknown,,8/27/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-4.92,,0,0,-4.92,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#222B1,0c451feb-5317-4582-9824-89cdbfc222b1,Pickup,Digital,UberEats iOS,Completed,8/27/25,11:05 AM,Uber One member,22.17,1.89,24.06,0,0,0,0,0,0,0,0,0,0,0,0,24.06,-1.33,6,0,0,0,0,0,0,0,0,,0,,-1.89,0,20.84,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,,,,,UberEats Unknown,,8/28/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-4.72,,0,0,-4.72,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#213D4,4e0a9a1f-9952-4265-aedb-371bd2e213d4,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/28/25,11:39 AM,Non-member,16.89,1.44,18.33,0,0,0,0,0,0,0,0,0,0,0,0,18.33,-3.04,18,0,0,0,0,0,0,0,0,,0,,-1.44,0,13.85,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#12C83,74d831a1-d5e9-46df-8a08-ee6e2bf12c83,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/28/25,5:14 PM,Uber One member,82.52,7.35,89.87,0,0,0,0,0,0,0,0,0,0,0,0,89.87,-17.33,21,0,0,0,0,0,0,0,0,,0,,-7.35,0,65.19,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,,,,,UberEats Unknown,,8/29/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.18,,0,0,-2.18,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#95229,7a7d80a1-bfbd-431a-b150-91916df95229,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/29/25,3:22 PM,Uber One member,40.56,3.45,44.01,0,0,0,0,0,0,0,0,0,0,0,0,44.01,-8.52,21,0,0,0,0,0,0,0,0,,0,,-3.45,0,32.04,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#BA886,6281666d-521e-47dc-a4e8-93fd834ba886,Pickup,Digital,UberEats Android,Completed,8/29/25,7:19 PM,Non-member,14.29,1.22,15.51,0,0,0,0,0,0,0,0,0,0,0,0,15.51,-0.86,6,0,0,0,0,0,0,0,0,,0,,-1.22,0,13.43,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,,,,,UberEats Unknown,,8/30/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-2.6,,0,0,-2.6,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#14155,e76c0ab7-7019-4bd1-8924-deaec8114155,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/30/25,4:58 PM,Uber One member,36.38,3.1,39.48,0,0,0,0,0,0,0,0,0,0,0,0,39.48,-7.64,21,0,0,0,0,0,0,0,0,,0,,-3.1,0,28.74,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#21F5C,e6136061-8bb5-41a4-b640-2386ad721f5c,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/30/25,7:12 PM,Uber One member,26.06,2.23,28.29,0,0,0,0,0,0,0,0,0,0,0,0,28.29,-5.47,21,0,0,0,0,0,0,0,0,,0,,-2.23,0,20.59,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#20066,3d90de19-7218-43ba-9a76-1446d8f20066,Pickup,Digital,UberEats Android,Completed,8/30/25,7:03 PM,Non-member,17.68,1.51,19.19,0,0,0,0,0,0,0,0,0,0,0,0,19.19,-1.06,6,0,0,0,0,0,0,0,0,,0,,-1.51,0,16.62,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,,,,,UberEats Unknown,,8/31/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-5.81,,0,0,-5.81,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#49250,3838c308-52c1-4474-ba5c-d02ddd149250,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/25,11:54 AM,Uber One member,37.68,3.18,40.86,0,0,0,0,0,0,0,0,0,0,0,0,40.86,-7.91,21,0,0,0,0,0,0,0,0,,0,,-3.18,0,29.77,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#991D6,87aaf762-75f4-4cf4-b735-88aeb52991d6,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/25,1:15 PM,Uber One member,19.57,1.67,21.24,0,0,0,0,0,0,0,0,0,0,0,0,21.24,-4.11,21,0,0,0,0,0,0,0,0,,0,,-1.67,0,15.46,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#9B79C,cf52be6d-c56f-4819-8ebf-eff8cec9b79c,Pickup,Digital,UberEats Android,Completed,8/31/25,1:11 PM,Non-member,12.99,1.11,14.1,0,0,0,0,0,0,0,0,0,0,0,0,14.1,-0.78,6,0,0,0,0,0,0,0,0,,0,,-1.11,0,12.21,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#61991,ab7e2941-0d80-49c4-bdef-26d3d8e61991,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/25,3:31 PM,Uber One member,27.17,2.32,29.49,0,0,0,0,0,0,0,0,0,0,0,0,29.49,-5.71,21,0,0,0,0,0,0,0,0,,0,,-2.32,0,21.46,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#2AE52,9e869e57-9c2d-4a20-8f16-01fc1c92ae52,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/25,4:59 PM,Uber One member,51.57,3.14,54.71,0,0,0,0,0,0,0,0,0,0,0,0,54.71,-10.83,21,0,0,0,0,0,0,0,0,,0,,-3.14,0,40.74,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (OK100234),,#D7D11,9ef1c37a-1ff9-4619-a802-d3689b4d7d11,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/31/25,5:41 PM,Non-member,36.39,3.1,39.49,0,0,0,0,0,0,0,0,0,0,0,0,39.49,-6.55,18,0,0,0,0,0,0,0,0,,0,,-3.1,0,29.84,9/2/25,0,0,,2KAWLSXCXOFUNYR
Capriotti's Sandwich Shop (NV079),79|15654,,,,,UberEats Unknown,,8/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.92,,0,0,-3.92,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#83680,fed5e072-8ff7-4b23-9e52-b0cc76e83680,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,8/25/25,11:10 AM,Uber One member,57.58,4.76,62.34,0,0,0,0,0,0,0,0,0,0,0,0,62.34,-12.09,21,0,0,0,0,0,0,0,0,,0,,-4.76,0,45.49,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#628B4,b3aff3b1-3ac5-4289-adc0-2444b28628b4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/25/25,11:06 AM,Non-member,17.16,1.42,18.58,0,0,0,0,0,0,0,0,0,0,0,0,18.58,-3.09,18,0,0,0,0,0,0,0,0,,0,,-1.42,0,14.07,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#2CABA,27bee1b7-0f99-4abe-8792-f528ba42caba,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/25/25,1:11 PM,Non-member,9.59,0.79,10.38,0,0,0,0,0,0,0,0,0,0,0,0,10.38,-1.73,18,0,0,0,0,0,0,0,0,,0,,-0.79,0,7.86,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#C6F34,91e14e90-b4a6-4c3d-b10a-1818176c6f34,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,8/25/25,2:14 PM,Uber One member,29.35,2.43,31.78,0,0,0,0,0,-5,-0.42,0,0,0,0,0,26.78,-5.11,21,0,0,0,0,0,0,0,0,,0,,-2.01,0,19.24,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#1D830,00e821aa-de77-4501-a011-58ff3dd1d830,Delivery - Partner Using Uber App,Digital,Postmates Android,Completed,8/25/25,3:23 PM,Uber One member,18.38,1.52,19.9,0,0,0,0,0,0,0,0,0,0,0,0,19.9,-3.86,21,0,0,0,0,0,0,0,0,,0,,-1.52,0,14.52,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#1F934,e08e6a7b-0576-447a-a27e-1100af61f934,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/25/25,4:24 PM,Non-member,38.35,3.17,41.52,0,0,0,0,0,0,0,0,0,0,0,0,41.52,-6.9,18,0,0,0,0,0,0,0,0,,0,,-3.17,0,31.45,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#EC18D,a25ab323-a1bd-4027-abd6-2add7a8ec18d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/25/25,6:43 PM,Uber One member,32.38,2.68,35.06,0,0,0,0,0,0,0,0,0,0,0,0,35.06,-6.8,21,0,0,0,0,0,0,0,0,,0,,-2.68,0,25.58,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#51A25,4748c204-3779-4d27-9935-1f2d38e51a25,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/25/25,7:03 PM,Non-member,18.98,1.57,20.55,0,0,0,0,0,0,0,0,0,0,0,0,20.55,-3.42,18,0,0,0,0,0,0,0,0,,0,,-1.57,0,15.56,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,,,,,UberEats Unknown,,8/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.75,,0,0,-3.75,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#7DB63,5d80d42f-5f8e-46cc-90e5-9e3270e7db63,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/26/25,11:53 AM,Uber One member,21.97,1.82,23.79,0,0,0,0,0,0,0,0,0,0,0,0,23.79,-4.61,21,0,0,0,0,0,0,0,0,,0,,-1.82,0,17.36,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#9617B,0ad36351-d746-4340-8a8e-61658299617b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/26/25,1:12 PM,Uber One member,22.78,1.88,24.66,0,0,0,0,0,0,0,0,0,0,0,0,24.66,-4.78,21,0,0,0,0,0,0,0,0,,0,,-1.88,0,18,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#25E5B,976d8f6e-fca1-4927-8efe-8c67b0525e5b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/26/25,1:29 PM,Non-member,20.17,1.67,21.84,0,0,0,0,0,0,0,0,0,0,0,0,21.84,-3.63,18,0,0,0,0,0,0,0,0,,0,,-1.67,0,16.54,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#A84AC,80571e88-f0c4-47ab-8e5d-3ad80a4a84ac,Pickup,Digital,UberEats iOS,Completed,8/26/25,4:44 PM,Non-member,13.19,1.09,14.28,0,0,0,0,0,0,0,0,0,0,0,0,14.28,-0.79,6,0,0,0,0,0,0,0,0,,0,,-1.09,0,12.4,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,,,,,UberEats Unknown,,8/27/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.22,,0,0,-3.22,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#9D3C8,22191217-9a97-4027-b867-1d34a679d3c8,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,8/27/25,12:50 PM,Non-member,13.19,1.09,14.28,0,0,0,0,0,-5,-0.41,0,0,0,0,0,9.28,-1.47,18,0,0,0,0,0,0,0,0,,0,,-0.68,0,6.72,9/2/25,0,0,,YLYVE1BJODTX8HP
Capriotti's Sandwich Shop (NV079),79|15654,#3978C,0882a95d-e46f-4f0e-8a31-e7922a23978c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,8/27/25,1:47 PM,Uber One member,19.67,1.63,21.3,0,0,0,0,0,0,0,0,0,0,0,0,21.3,-4.13,21,0,0,0,0,0,0,0,0,,0,,-1.63,0,15.54,9/2/25,0,0,,YLYVE1BJODTX8HP
