"order_channel","order_number","transaction_date","transaction_time_local","order_time_zone","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","transaction_type","fulfillment_type","gh_plus_customer","subtotal","subtotal_sales_tax","subtotal_sales_tax_exemption","self_delivery_charge","self_delivery_charge_tax","self_delivery_charge_tax_exemption","merchant_service_fee","merchant_service_fee_tax","merchant_service_fee_tax_exemption","merchant_flexible_fee_bag_fee","merchant_flexible_fee_bag_fee_tax","merchant_flexible_fee_bag_fee_tax_exemption","merchant_flexible_fee_pif_fee","merchant_flexible_fee_pif_fee_tax","merchant_flexible_fee_pif_fee_tax_exemption","tip","merchant_total","commission","delivery_commission","gh_plus_commission","processing_fee","withheld_tax","withheld_tax_exemption","merchant_funded_promotion","merchant_funded_loyalty","merchant_net_total","transaction_note","transaction_id"
"Marketplace","955231237430235","2025-10-02","05:19:00 PM","America/Chicago","3293327","IL100206","Capriotti's Sandwich Shop","1730 W Fullerton Ave  ","Chicago","IL","60614","Prepaid Order","Grubhub Delivery","GH+","19.79","2.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.92","-1.98","-1.98","0.00","0.00","-2.13","0.00","0.00","0.00","15.83",,"BwEAAAAAADJAj9Q9rxCf2BHwrxEru_3yI9k"
"Marketplace","426231211797745","2025-09-30","11:41:00 AM","America/Los_Angeles","1251336","CA164","Capriotti's Sandwich Shop","9171 De Soto Ave Ste E  ","Chatsworth","CA","91311","Prepaid Order","Grubhub Delivery","GH+","52.86","4.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","57.60","-5.29","-5.29","0.00","0.00","0.00","0.00","-3.00","0.00","44.02",,"BwEAAAAAABMYCMFidVCeIRHwtVGTNd_S9mk"
"Marketplace","426231211797745","2025-09-30","11:41:00 AM","America/Los_Angeles","1251336","CA164","Capriotti's Sandwich Shop","9171 De Soto Ave Ste E  ","Chatsworth","CA","91311","Order Adjustment","Grubhub Delivery","GH+","0.00","0.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.41","Tax Adjustment","CQMAAAAAABMYCMFidVCeIRHwtVGTNd_S9mkAAAAB"
"Marketplace","517531203960188","2025-09-29","11:45:00 AM","America/Los_Angeles","7806768","NV900478","Capriotti's Sandwich Shop","7720 S Las Vegas Blvd  ","Las Vegas","NV","89123","Prepaid Order","Grubhub Delivery","GH+","13.79","1.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","14.94","-1.38","-1.38","0.00","0.00","-1.15","0.00","0.00","0.00","11.03",,"BwEAAAAAAHcfMN4kz9CdWRHwj9EPQsYaYUo"
"Marketplace","775431230545896","2025-10-02","12:56:00 PM","America/Chicago","3293327","IL100206","Capriotti's Sandwich Shop","1730 W Fullerton Ave  ","Chicago","IL","60614","Prepaid Order","Grubhub Delivery","non GH+","14.59","1.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.16","-1.46","-1.46","0.00","0.00","-1.57","0.00","0.00","0.00","11.67",,"BwEAAAAAADJAjxATEOCftBHwkOH_JY-_2Nw"
"Marketplace","721631264130172","2025-10-05","05:38:00 PM","America/New_York","2765419","DE004","Capriotti's Sandwich Shop","2124 Silverside Rd  ","Wilmington","DE","19810","Prepaid Order","Grubhub Delivery","GH+","23.78","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.78","-2.38","-2.38","0.00","0.00","0.00","0.00","0.00","0.00","19.02",,"BwEAAAAAACoya6ac4eCiLhHwoeF5bdclHes"
"Marketplace","593131239906417","2025-10-01","07:30:00 PM","America/Los_Angeles","1251336","CA164","Capriotti's Sandwich Shop","9171 De Soto Ave Ste E  ","Chatsworth","CA","91311","Prepaid Order","Grubhub Delivery","GH+","34.78","3.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","37.80","-3.48","-3.48","0.00","0.00","0.00","0.00","-3.00","0.00","27.84",,"BwEAAAAAABMYCI8Vf1CfMRHwv1HNPkWx4lc"
"Marketplace","593131239906417","2025-10-01","07:30:00 PM","America/Los_Angeles","1251336","CA164","Capriotti's Sandwich Shop","9171 De Soto Ave Ste E  ","Chatsworth","CA","91311","Order Adjustment","Grubhub Delivery","GH+","0.00","0.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.37","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.37","Tax Adjustment","CQMAAAAAABMYCI8Vf1CfMRHwv1HNPkWx4lcAAAAB"
"Marketplace","978331263423695","2025-10-04","07:23:00 PM","America/Los_Angeles","321876","NV075","Capriotti's Sandwich Shop","4949 N Rancho Dr ","Las Vegas","NV","89130","Prepaid Order","Grubhub Delivery","GH+","39.07","3.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","42.34","-3.91","-3.91","0.00","0.00","-3.27","0.00","0.00","0.00","31.25",,"BwEAAAAAAATpVJxOXMChjBHwnMGrbdXSJjU"
"Marketplace","113631268400271","2025-10-05","03:52:00 PM","America/Los_Angeles","1257294","NV023","Capriotti's Sandwich Shop","4983 W Flamingo Rd Ste D  ","Las Vegas","NV","89103","Prepaid Order","Grubhub Delivery","GH+","23.77","1.99","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","25.76","-2.38","-2.38","0.00","0.00","-1.99","0.00","0.00","0.00","19.01",,"BwEAAAAAABMvTjVVIiCiOhHwoiE1fvJPlrE"
"Marketplace","377731224684713","2025-10-01","01:55:00 PM","America/New_York","7910688","VA100355","Capriotti's Sandwich Shop","2203 Plank Rd  ","Fredericksburg","VA","22401","Prepaid Order","Grubhub Delivery","non GH+","34.78","3.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","38.71","-3.48","-3.48","0.00","0.00","0.00","0.00","0.00","0.00","31.75",,"BwEAAAAAAHi1IDUzGhCe6xHwmhH9342qJzo"
"Marketplace","721631254192663","2025-10-04","02:54:00 PM","America/Los_Angeles","1945745","NV151","Capriottis Sandwich Shop","1122 S Maryland Pkwy ","Las Vegas","NV","89104","Prepaid Order","Grubhub Delivery","non GH+","12.48","1.05","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","13.53","-1.25","-1.25","0.00","0.00","-1.05","0.00","0.00","0.00","9.98",,"BwEAAAAAAB2wkZ2X_iChaBHwviEtEL-NeOY"
"Marketplace","721631264199326","2025-10-04","07:19:00 PM","America/Los_Angeles","695584","NV139","Capriotti's Sandwich Shop","7540 Oso Blanca Rd ","Las Vegas","NV","89149","Prepaid Order","Grubhub Delivery","non GH+","17.18","1.44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","18.62","-1.72","-1.72","0.00","0.00","-1.44","0.00","0.00","0.00","13.74",,"BwEAAAAAAAqdIP2kYaChixHwoaERw8lLhKc"
"Marketplace","894931222327410","2025-10-01","12:06:00 PM","America/Los_Angeles","695584","NV139","Capriotti's Sandwich Shop","7540 Oso Blanca Rd ","Las Vegas","NV","89149","Prepaid Order","Grubhub Delivery","non GH+","54.54","4.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","59.11","-5.45","-5.45","0.00","0.00","-4.57","0.00","0.00","0.00","43.64",,"BwEAAAAAAAqdIAeSopCe8hHwopHnC2yCS1s"
"Marketplace","129031255317254","2025-10-04","12:11:00 PM","America/Phoenix","280851","AZ104","Capriotti's Sandwich Shop","4017 N Scottsdale Rd Ste 100 ","Scottsdale","AZ","85251","Prepaid Order","Grubhub Delivery","GH+","41.36","3.33","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","44.69","-4.14","-4.14","0.00","0.00","0.00","0.00","0.00","0.00","36.41",,"BwEAAAAAAARJEw6WJQChTRHwpQEpxZYMfoA"
"Marketplace","041331223267415","2025-10-01","07:31:00 PM","America/Chicago","3293327","IL100206","Capriotti's Sandwich Shop","1730 W Fullerton Ave  ","Chicago","IL","60614","Prepaid Order","Grubhub Delivery","GH+","29.18","3.14","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","32.32","-2.92","-2.92","0.00","0.00","-3.14","0.00","0.00","0.00","23.34",,"BwEAAAAAADJAj0l8ezCfIBHwuzFdPVPtR2I"
"Marketplace","586631269520404","2025-10-05","02:42:00 PM","America/Chicago","5216440","TX100327","Capriotti's Sandwich Shop","801 International Parkway Suite 530  ","Flower Mound","TX","75022","Prepaid Order","Grubhub Delivery","GH+","65.12","4.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","69.83","-6.51","-6.51","0.00","0.00","0.00","0.00","-8.00","0.00","48.81",,"BwEAAAAAAE-YuAOp2yCiHRHwmyEp5mcYYxU"
"Marketplace","301631242629744","2025-10-03","11:45:00 AM","America/Chicago","5216440","TX100327","Capriotti's Sandwich Shop","801 International Parkway Suite 530  ","Flower Mound","TX","75022","Prepaid Order","Grubhub Delivery","GH+","14.79","1.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","16.01","-1.48","-1.48","0.00","0.00","0.00","0.00","0.00","0.00","13.05",,"BwEAAAAAAE-YuILqsKCgchHwsKHv-9hZPhw"
"Marketplace","676831232433859","2025-10-02","07:04:00 PM","America/Chicago","3293327","IL100206","Capriotti's Sandwich Shop","1730 W Fullerton Ave  ","Chicago","IL","60614","Prepaid Order","Grubhub Delivery","GH+","35.77","3.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","39.29","-3.58","-3.58","0.00","0.00","-3.52","0.00","-3.00","0.00","25.61",,"BwEAAAAAADJAj3X2dACf3RHwtAGTrB0rCQY"
"Marketplace","466631266187438","2025-10-05","02:01:00 PM","America/Chicago","8844736","TX100233","Capriotti's Sandwich Shop","3194 W University Dr  ","McKinney","TX","75071","Prepaid Order","Grubhub Delivery","GH+","33.57","2.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","35.68","-3.36","-3.36","0.00","0.00","0.00","0.00","-8.00","0.00","20.96",,"BwEAAAAAAIb1wFLMxdCiFRHwhdE9izzq7_A"
"Marketplace","441931251965155","2025-10-04","06:00:00 PM","America/Chicago","3293327","IL100206","Capriotti's Sandwich Shop","1730 W Fullerton Ave  ","Chicago","IL","60614","Prepaid Order","Grubhub Delivery","non GH+","30.38","3.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","33.65","-3.04","-3.04","0.00","0.00","-3.27","0.00","0.00","0.00","24.30",,"BwEAAAAAADJAj3HWimChcBHwimEt5wi2CIk"
"Marketplace","432531263378875","2025-10-05","04:38:00 PM","America/Chicago","1391102","IA069","Capriotti's Sandwich Shop","3016 E 53rd St ","Davenport","IA","52807","Prepaid Order","Grubhub Delivery","GH+","21.29","1.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","22.78","-2.13","-2.13","0.00","0.00","-1.49","0.00","0.00","0.00","17.03",,"BwEAAAAAABU5_lKIElCiLhHwklEBGrRN4PA"
"Marketplace","458831267825111","2025-10-05","03:40:29 PM","America/Chicago","1391102","IA069","Capriotti's Sandwich Shop","3016 E 53rd St ","Davenport","IA","52807","Prepaid Order","Pick-Up","non GH+","30.69","2.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","32.84","-3.07","0.00","0.00","0.00","-2.15","0.00","0.00","0.00","27.62",,"BwEAAAAAABU5_hQPeZCiKhHwuZGpp1eirSE"
"Marketplace","506831252265304","2025-10-04","01:10:00 PM","America/Phoenix","280851","AZ104","Capriotti's Sandwich Shop","4017 N Scottsdale Rd Ste 100 ","Scottsdale","AZ","85251","Prepaid Order","Grubhub Delivery","non GH+","58.94","3.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","62.88","-5.89","-5.89","0.00","0.00","0.00","0.00","-10.00","0.00","41.10",,"BwEAAAAAAARJEzhcX9ChVxHwn9FZR9BO8Oo"
