Store ID,Store Name,Business ID,Merchant Store ID,Transactions Start Local Date,Transactions End Local Date,Currency,Subtotal,Subtotal Tax Passed by DoorDash to Merchant,Commission,Commission Tax,Drive Charge,Marketing Fees (for historical reference only) | (All discounts and fees),Marketing Fee Tax (for historical reference only) | (Taxes on any applicable marketing fees),Total Tips,Error Charges,Adjustments | (for historical reference only),Total Before Adjustments,Credit,Debit,Estimated Payout,Tax Remitted by DoorDash to State,Subtotal for tax,DoorDash Funded Subtotal Discount Amount | (for historical reference only),Merchant Funded Subtotal Discount Amount | (for historical reference only),Merchant funded loyalty discount amount,External Gift Card Credit Amount,Consumer Delivery Fee,Consumer Service Fee,Consumer Small Order Fee,Consumer Legislative Fee,Consumer Tip,Snap Ebt Discount,Tax Remitted by DoorDash on Fees DoorDash Charges to Merchant,Other Merchant Fee,Bottle Deposit Fee,Bottle Deposit Fee Tax,Discounts,Printer Fee,Tablet Fee,Payment Processing Fee,Delivery Order Fee,Pickup Order Fee,Staff Tip,Customer Discounts from Marketing | (Funded by You),Customer Discounts from Marketing | (Funded by DoorDash),Customer Discounts from Marketing | (Funded by a Third-party),Marketing Fees | (Including any applicable taxes),DoorDash Marketing Credit,Third-party Contribution,Adjustments
2608935,WVC High Market,2324,UT132,2025-09-15,2025-09-21,USD,4230.22,334.90,331.65,0.00,0.00,139.89,0.00,122.74,10.06,-20.94,4028.83,4017.95,10.06,4007.89,0.00,4059.67,14.79,115.14,20.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-34.47,0.00,0.00,95.75,0.00,0.00,122.74,-115.14,0.00,-14.79,-71.96,0.00,14.79,-20.94
23035356,NE Cookingham Dr,2324,MO100246,2025-09-15,2025-09-21,USD,4876.91,496.14,351.07,0.00,0.00,150.73,0.00,157.21,21.52,-41.96,4744.96,4724.52,21.52,4703.00,0.00,4625.71,15.00,124.00,41.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-70.24,0.00,0.00,125.67,0.00,0.00,157.21,-124.00,-15.00,0.00,-92.80,15.00,0.00,-41.96
23057614,Castle Rock,2324,CO100236,2025-09-15,2025-09-21,USD,3606.14,0.00,309.58,0.00,0.00,123.94,0.00,105.33,25.31,-123.66,3112.64,3014.29,25.31,2988.98,279.97,3343.73,13.79,99.19,127.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.98,0.00,0.00,74.91,0.00,0.00,105.33,-99.19,-13.79,0.00,-67.86,13.79,0.00,-123.66
23057623,Collier Pkwy-Lutz,2324,FL100238,2025-09-15,2025-09-21,USD,3431.22,0.00,297.44,0.00,0.00,164.71,0.00,152.90,6.07,-56.42,2902.83,2853.13,6.72,2846.41,216.38,3102.78,62.29,136.99,56.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.74,0.00,0.00,73.56,0.00,0.00,152.90,-136.99,-62.29,0.00,-94.49,62.29,0.00,-56.42
23066760,Hamilton Blvd,2324,PA100176,2025-09-15,2025-09-21,USD,6165.92,0.00,544.08,0.00,0.00,487.60,0.00,119.44,57.14,-212.68,4613.28,4458.12,57.52,4400.60,369.77,6165.92,15.00,429.19,143.21,69.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-83.93,0.00,0.00,103.29,0.00,0.00,119.44,-429.19,-15.00,0.00,-454.45,15.00,0.00,-212.68
23085788,Moreno Beach Drive,2324,CA100265,2025-09-15,2025-09-21,USD,3073.41,254.67,232.06,0.00,0.00,81.42,0.00,40.39,5.52,-22.46,2863.25,2846.31,5.52,2840.79,0.00,2910.45,8.24,67.56,22.46,0.00,45.86,148.01,0.00,0.00,128.74,0.00,0.00,0.00,0.00,0.00,-72.94,0.00,0.00,72.69,0.00,0.00,40.39,-67.56,-8.24,0.00,-54.45,8.24,0.00,-22.46
23085790,Coeur d'Alene,2324,ID100290,2025-09-15,2025-09-21,USD,7041.68,0.00,710.75,0.00,0.00,579.91,0.00,147.54,5.86,-30.57,5499.65,5474.94,5.86,5469.08,384.98,6408.38,23.64,506.65,30.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-72.44,0.00,0.00,117.53,0.00,0.00,147.54,-506.65,-23.64,0.00,-276.34,23.64,0.00,-30.57
23128705,1st Ave NE,2324,IA090,2025-09-15,2025-09-21,USD,4285.38,0.00,487.58,0.00,0.00,262.33,0.00,75.95,0.00,-39.37,3327.89,3288.82,0.30,3288.52,277.01,3957.21,35.47,215.80,42.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.97,0.00,0.00,70.07,0.00,0.00,75.95,-215.80,-35.47,0.00,-226.02,35.47,0.00,-39.37
23151390,Concord Pike,2324,DE100158,2025-09-15,2025-09-21,USD,4766.33,0.00,264.47,0.00,0.00,52.16,0.00,145.23,0.00,-130.64,4397.58,4266.94,0.00,4266.94,0.00,4559.46,16.24,42.26,130.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.97,0.00,0.00,126.61,0.00,0.00,145.23,-42.26,-16.24,0.00,-46.67,16.24,0.00,-130.64
23186665,Byers Dr,2324,PA014,2025-09-15,2025-09-21,USD,4596.14,0.00,261.27,0.00,0.00,86.35,0.00,197.25,4.99,-72.95,4245.91,4177.95,4.99,4172.96,275.32,4596.14,0.98,66.55,32.00,40.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-32.97,0.00,0.00,127.18,0.00,0.00,197.25,-66.55,-0.98,0.00,-54.52,0.98,0.00,-72.95
23256727,East Market Street,2324,PA016,2025-09-15,2025-09-21,USD,6344.02,0.00,360.75,0.00,0.00,244.82,0.00,215.64,51.54,-37.96,5571.34,5584.92,51.54,5533.38,380.63,6344.02,19.89,188.71,37.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.77,0.00,0.00,164.90,0.00,0.00,215.64,-188.71,-19.89,0.00,-186.65,19.89,0.00,-37.96
23349403,West Fullerton Ave,2324,IL100206,2025-09-15,2025-09-21,USD,6453.01,0.00,799.80,0.00,0.00,236.00,0.00,55.54,58.62,-52.42,4493.27,4499.47,58.62,4440.85,644.61,5972.54,76.80,199.37,52.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-169.85,0.00,0.00,92.84,0.00,0.00,55.54,-199.37,-67.80,-9.00,-694.80,67.80,9.00,-52.42
23349412,College Station,2324,TX248,2025-09-15,2025-09-21,USD,1081.43,82.71,81.14,1.77,0.00,77.69,0.00,11.40,0.00,-5.98,919.29,913.31,0.00,913.31,0.00,1002.61,0.00,61.85,5.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.99,0.00,0.00,23.11,0.00,0.00,11.40,-61.85,0.00,0.00,-77.39,0.00,0.00,-5.98
23349419,Boulder Station,2324,NV209250,2025-09-15,2025-09-21,USD,1494.78,0.00,117.85,0.00,0.00,112.69,0.00,18.05,14.37,-2.00,1183.63,1203.88,22.25,1181.63,114.45,1366.97,0.00,104.34,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-24.98,0.00,0.00,28.00,0.00,0.00,18.05,-97.84,-2.99,0.00,-46.16,2.99,0.00,-2.00
23349425,Arapahoe Rd,2324,CO100245,2025-09-15,2025-09-21,USD,3974.30,0.00,345.71,0.00,0.00,157.51,0.00,125.32,20.46,-29.97,3381.63,3372.12,20.46,3351.66,272.76,3774.03,0.00,124.84,29.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-45.46,0.00,0.00,91.95,0.00,0.00,125.32,-124.84,0.00,0.00,-89.57,0.00,0.00,-29.97
23349427,Smithtown Bypass,2324,NY100268,2025-09-15,2025-09-21,USD,1658.42,134.74,153.53,0.00,0.00,91.87,0.00,15.02,0.00,-10.18,1477.24,1467.06,0.00,1467.06,0.00,1540.22,25.00,74.05,10.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-33.97,0.00,0.00,35.47,0.00,0.00,15.02,-74.05,-25.00,0.00,-33.92,25.00,0.00,-10.18
23360934,Millsboro Plaza,2324,DE100320,2025-09-15,2025-09-21,USD,8242.41,0.00,625.42,0.00,0.00,562.13,0.00,272.49,4.19,-165.92,6949.60,6788.47,4.79,6783.68,0.00,7536.47,23.73,468.08,165.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-71.94,0.00,0.00,173.07,0.00,0.00,272.49,-468.08,-23.73,0.00,-222.60,23.73,0.00,-165.92
23584856,Happy Valley,2324,OR100230,2025-09-15,2025-09-21,USD,6438.42,0.00,497.92,0.00,0.00,595.12,0.00,304.44,15.55,-99.88,5195.21,5110.88,15.55,5095.33,0.00,5795.66,26.92,519.88,99.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.00,0.00,0.00,123.18,0.00,0.00,304.44,-519.88,-26.92,0.00,-368.12,26.92,0.00,-99.88
23641277,West Charleston,2324,NV019,2025-09-15,2025-09-21,USD,3638.17,0.00,262.65,0.00,0.00,137.81,0.00,81.52,14.49,-31.96,3091.99,3074.52,14.49,3060.03,287.23,3449.79,21.38,114.05,31.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-23.98,0.00,0.00,88.41,0.00,0.00,81.52,-114.05,-21.38,0.00,-124.12,21.38,0.00,-31.96
23733193,Bel Air,2324,MD100322,2025-09-15,2025-09-21,USD,3878.47,214.17,330.44,0.00,0.00,249.52,0.00,51.42,117.52,-49.54,3283.95,3354.14,119.73,3234.41,0.00,3560.49,0.00,223.55,55.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-38.47,0.00,0.00,83.39,0.00,0.00,51.42,-223.55,0.00,0.00,-66.74,0.00,0.00,-49.54
23900701,San Luis Obispo,2324,CA200,2025-09-15,2025-09-21,USD,3037.32,233.47,392.55,0.00,0.00,363.93,0.00,28.53,13.67,-26.99,2318.38,2305.06,13.67,2291.39,0.00,2667.93,0.00,315.42,26.99,0.00,65.29,225.96,0.00,0.00,280.76,0.00,0.00,0.00,0.00,0.00,-26.98,0.00,0.00,25.15,0.00,0.00,28.53,-315.42,0.00,0.00,-207.17,0.00,0.00,-26.99
24021312,Parker,2324,CO100326,2025-09-15,2025-09-21,USD,2926.91,0.00,214.74,0.00,0.00,94.55,0.00,124.95,0.00,-6.99,2558.98,2551.99,0.00,2551.99,222.10,2775.22,15.00,74.75,6.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-54.95,0.00,0.00,68.61,0.00,0.00,124.95,-74.75,-15.00,0.00,-79.83,15.00,0.00,-6.99
24110474,Overland Park,2324,KS207,2025-09-15,2025-09-21,USD,6468.61,0.00,443.01,0.00,0.00,192.03,0.00,213.03,20.64,-111.87,5622.17,5531.87,21.57,5510.30,563.57,6027.46,21.98,153.42,111.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-159.86,0.00,0.00,162.73,0.00,0.00,213.03,-153.42,-11.98,-10.00,-119.81,11.98,10.00,-111.87
24121153,Governor Ritchie,2324,MD100298,2025-09-15,2025-09-21,USD,6117.84,350.85,764.72,0.00,0.00,205.49,0.00,105.60,54.09,-32.58,5244.01,5265.52,54.09,5211.43,0.00,5832.45,12.81,165.89,32.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-86.92,0.00,0.00,85.08,0.00,0.00,105.60,-165.89,-12.81,0.00,-173.58,12.81,0.00,-32.58
24404087,Freeman Park,2324,NC100201,2025-09-15,2025-09-21,USD,2869.46,0.00,240.07,0.00,0.00,110.28,0.00,39.88,17.28,-64.23,2402.81,2356.20,17.62,2338.58,222.84,2703.06,5.00,90.48,34.95,29.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-35.97,0.00,0.00,66.12,0.00,0.00,39.88,-90.48,-5.00,0.00,-56.61,5.00,0.00,-64.23
24415273,Zionsville,2324,IN100333,2025-09-15,2025-09-21,USD,4038.21,0.00,387.88,0.00,0.00,369.48,0.00,93.79,49.99,-63.71,3174.58,3160.86,49.99,3110.87,325.26,3622.56,8.00,321.96,63.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-21.98,0.00,0.00,68.83,0.00,0.00,93.79,-321.96,-8.00,0.00,-106.78,8.00,0.00,-63.71
24415514,Gambrills,2324,MD100332,2025-09-15,2025-09-21,USD,5241.40,291.37,509.41,0.00,0.00,442.63,0.00,109.70,132.84,-6.00,4347.83,4474.67,132.84,4341.83,0.00,4845.23,18.66,367.39,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.78,0.00,0.00,89.37,0.00,0.00,109.70,-367.39,-18.66,0.00,-172.85,18.66,0.00,-6.00
24415716,Blackstone-Fresno,2324,CA100221,2025-09-15,2025-09-21,USD,1551.89,119.70,166.63,0.00,0.00,63.94,0.00,40.66,0.00,-10.00,1353.28,1343.28,0.00,1343.28,0.00,1433.87,0.00,52.06,10.00,0.00,22.44,70.61,0.00,0.00,86.01,0.00,0.00,0.00,0.00,0.00,-55.96,0.00,0.00,23.11,0.00,0.00,40.66,-52.06,0.00,0.00,-61.21,0.00,0.00,-10.00
24559604,Shepherd - Fresno,2324,CA100321,2025-09-15,2025-09-21,USD,3511.93,279.32,441.31,0.00,0.00,144.40,0.00,41.17,52.83,-19.98,2992.38,3025.23,52.83,2972.40,0.00,3346.30,11.98,117.67,19.98,0.00,54.38,180.78,0.00,0.00,280.11,0.00,0.00,0.00,0.00,0.00,-27.98,0.00,0.00,47.91,0.00,0.00,41.17,-117.67,-11.98,0.00,-152.34,11.98,0.00,-19.98
24637171,Roanoke,2324,VA100390,2025-09-15,2025-09-21,USD,3582.44,315.76,360.34,0.00,0.00,158.95,0.00,82.84,12.23,-11.98,3264.70,3264.95,12.23,3252.72,0.00,3395.28,10.00,132.22,11.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-42.96,0.00,0.00,67.36,0.00,0.00,82.84,-132.22,-10.00,0.00,-101.23,10.00,0.00,-11.98
24671402,International Pkwy,2324,TX100327,2025-09-15,2025-09-21,USD,2014.80,156.50,160.32,3.19,0.00,45.67,0.00,66.49,0.00,-82.41,1968.02,1886.51,0.90,1885.61,0.00,1897.61,0.00,34.78,82.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.34,0.00,0.00,66.49,-34.78,0.00,0.00,-26.14,0.00,0.00,-82.41
24717004,Sumneytown Pike,2324,PA100251,2025-09-15,2025-09-21,USD,6417.22,0.00,497.87,0.00,0.00,155.41,0.00,155.68,17.99,-170.49,5653.77,5501.59,18.31,5483.28,385.44,6417.22,28.14,124.72,90.49,80.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-59.95,0.00,0.00,147.87,0.00,0.00,155.68,-124.72,-19.99,-8.15,-70.73,19.99,8.15,-170.49
24851842,Cranberry Township,2324,PA100330,2025-09-15,2025-09-21,USD,3876.65,0.00,290.25,0.00,0.00,275.89,0.00,82.58,0.00,-57.86,3146.75,3088.89,0.00,3088.89,232.76,3876.65,28.10,243.22,57.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-81.53,0.00,0.00,85.62,0.00,0.00,82.58,-243.22,-13.31,-14.79,-111.86,13.31,14.79,-57.86
24891803,Roby Dr - Hammond,2324,IN170,2025-09-15,2025-09-21,USD,4484.51,0.00,157.69,0.00,0.00,55.78,0.00,50.41,0.00,-104.41,4052.63,3974.77,26.55,3948.22,340.06,4255.28,2.99,44.89,104.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-79.93,0.00,0.00,138.00,0.00,0.00,50.41,-44.89,-2.99,0.00,-61.78,2.99,0.00,-104.41
24892240,Olympia Ave-Tulsa,2324,OK100234,2025-09-15,2025-09-21,USD,3878.37,0.00,425.81,0.00,0.00,222.35,0.00,111.41,16.89,-79.43,3123.98,3061.74,17.19,3044.55,303.71,3565.21,30.00,182.75,79.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-20.98,0.00,0.00,59.75,0.00,0.00,111.41,-182.75,-30.00,0.00,-159.62,30.00,0.00,-79.43
24892677,Barnes Road,2324,CO100410,2025-09-15,2025-09-21,USD,4592.62,0.00,323.05,0.00,0.00,173.02,0.00,78.42,16.53,-140.36,3938.23,3814.40,16.53,3797.87,348.35,4260.58,13.39,143.32,140.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-34.97,0.00,0.00,105.85,0.00,0.00,78.42,-143.32,-13.39,0.00,-109.09,13.39,0.00,-140.36
24898774,The Old Road,2324,CA100205,2025-09-15,2025-09-21,USD,3413.49,300.41,155.03,0.00,0.00,129.99,0.00,104.66,0.00,-54.97,3231.05,3176.08,0.00,3176.08,0.00,3080.64,5.00,108.21,54.97,0.00,19.92,85.95,0.00,0.00,85.36,0.00,0.00,0.00,0.00,0.00,-169.67,0.00,0.00,91.60,0.00,0.00,104.66,-108.21,-5.00,0.00,-63.00,5.00,0.00,-54.97
24968543,17th St Ammon,2324,ID100423,2025-09-15,2025-09-21,USD,3920.65,0.00,445.18,0.00,0.00,197.91,0.00,70.48,3.00,-6.57,3117.78,3114.21,3.00,3111.21,222.65,3706.06,10.00,163.26,6.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-44.76,0.00,0.00,60.92,0.00,0.00,70.48,-163.26,0.00,-10.00,-156.23,0.00,10.00,-6.57
24976449,Northdale Blvd,2324,FL100383,2025-09-15,2025-09-21,USD,3412.86,0.00,339.63,0.00,0.00,265.88,0.00,50.97,25.31,-22.97,2597.17,2599.51,25.31,2574.20,230.12,3067.64,9.24,225.29,22.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-87.72,0.00,0.00,60.44,0.00,0.00,50.97,-225.29,-9.24,0.00,-128.27,9.24,0.00,-22.97
25380836,Waialae Ave,2324,HI100392,2025-09-15,2025-09-21,USD,9258.08,0.00,470.03,0.00,0.00,123.69,0.00,287.37,2.95,-205.51,8588.35,8385.79,2.95,8382.84,417.29,8855.62,11.21,93.00,205.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-92.74,0.00,0.00,255.22,0.00,0.00,287.37,-93.00,-11.21,0.00,-43.16,11.21,0.00,-205.51
26015022,Raccoon Rd,2324,OH100419,2025-09-15,2025-09-21,USD,7579.63,0.00,681.06,0.00,0.00,378.14,0.00,137.77,8.79,-92.46,6340.14,6256.47,8.79,6247.68,3.08,7071.49,55.03,323.69,92.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-46.96,0.00,0.00,144.54,0.00,0.00,137.77,-323.69,-45.03,-10.00,-172.22,45.03,10.00,-92.46
26034424,Cortez Rd  West,2324,FL100404,2025-09-15,2025-09-21,USD,3836.75,0.00,395.49,0.00,0.00,288.19,0.00,95.10,83.08,-41.98,3023.02,3064.12,83.08,2981.04,242.80,3471.57,30.00,243.64,41.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-49.56,0.00,0.00,68.02,0.00,0.00,95.10,-243.64,-30.00,0.00,-69.04,30.00,0.00,-41.98
26234909,Bidwell - Folsom,2324,CA100403,2025-09-15,2025-09-21,USD,5530.32,376.42,517.41,0.00,0.00,612.37,0.00,109.60,12.53,-103.20,4609.52,4518.85,12.53,4506.32,0.00,4857.38,0.00,533.17,103.20,0.00,62.35,236.00,0.00,0.00,335.52,0.00,0.00,0.00,0.00,0.00,-36.57,0.00,0.00,90.18,0.00,0.00,109.60,-533.17,0.00,0.00,-216.96,0.00,0.00,-103.20
27476315,Sierra Hwy,2324,CA100455,2025-09-15,2025-09-21,USD,2134.72,197.53,222.31,0.00,0.00,87.05,0.00,45.44,7.63,-21.96,1962.82,1948.49,7.63,1940.86,0.00,2025.59,19.78,74.18,21.96,0.00,19.90,114.31,0.00,0.00,162.53,0.00,0.00,0.00,0.00,0.00,-12.99,0.00,0.00,38.68,0.00,0.00,45.44,-74.18,-19.78,0.00,-59.08,19.78,0.00,-21.96
27558470,Interquest Parkway,2324,CO100389,2025-09-15,2025-09-21,USD,2154.88,0.00,170.40,0.00,0.00,110.54,0.00,78.39,0.00,-24.69,1775.40,1750.71,0.00,1750.71,187.61,1968.22,0.00,91.73,24.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-70.24,0.00,0.00,50.22,0.00,0.00,78.39,-91.73,0.00,0.00,-75.28,0.00,0.00,-24.69
27677423,Park Road Center,2324,NC100407,2025-09-15,2025-09-21,USD,4424.72,0.00,384.45,0.00,0.00,183.05,0.00,107.61,13.54,-26.95,3613.97,3611.01,23.99,3587.02,337.54,4094.57,14.44,158.53,26.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-140.38,0.00,0.00,90.82,0.00,0.00,107.61,-151.37,-14.44,0.00,-137.80,14.44,0.00,-26.95
27685318,Hwy 72 - Madison,2324,AL100443,2025-09-15,2025-09-21,USD,5425.19,0.00,603.93,0.00,0.00,294.41,0.00,108.94,4.82,-71.95,4262.88,4196.41,5.48,4190.93,400.34,5003.64,23.74,242.93,71.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-82.93,0.00,0.00,90.98,0.00,0.00,108.94,-242.93,-23.74,0.00,-245.66,23.74,0.00,-71.95
27715447,Manchester Rd,2324,MO100412,2025-09-15,2025-09-21,USD,8000.98,825.05,822.00,0.00,0.00,506.88,0.00,278.60,22.68,2.63,7250.91,7276.22,22.68,7253.54,0.00,7341.90,36.60,430.65,57.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-133.89,0.00,0.00,146.29,0.00,0.00,278.60,-430.65,-36.60,0.00,-298.21,36.60,0.00,2.63
27815740,E Robindale Road,2324,NV900478,2025-09-15,2025-09-21,USD,1905.85,0.00,161.48,0.00,0.00,47.42,0.00,18.10,5.79,-38.97,1608.66,1575.48,5.79,1569.69,151.41,1807.39,0.00,39.50,38.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19.99,0.00,0.00,42.39,0.00,0.00,18.10,-39.50,0.00,0.00,-46.14,0.00,0.00,-38.97
27829895,Broadway - Tucson,2324,AZ900482,2025-09-15,2025-09-21,USD,4319.33,353.22,563.81,0.00,0.00,207.61,0.00,56.37,7.10,-22.66,3655.72,3640.46,7.40,3633.06,0.00,4059.51,2.99,171.97,31.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-55.95,0.00,0.00,53.92,0.00,0.00,56.37,-171.97,-2.99,0.00,-220.45,2.99,0.00,-22.66
27918503,Plank Rd,2324,VA100355,2025-09-15,2025-09-21,USD,2818.93,304.79,280.53,0.00,0.00,122.58,0.00,51.67,23.62,-10.39,2633.93,2647.16,23.62,2623.54,0.00,2696.75,46.94,100.80,10.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-10.99,0.00,0.00,54.67,0.00,0.00,51.67,-100.80,-46.94,0.00,-70.85,46.94,0.00,-10.39
28834163,North Haven Ave,2324,Capriotti's CA425,2025-09-15,2025-09-21,USD,5192.15,427.50,378.40,0.00,0.00,155.85,0.00,101.62,0.00,-77.89,4862.87,4785.28,0.30,4784.98,0.00,4886.21,0.00,128.13,77.89,0.00,72.26,232.33,0.00,0.00,319.81,0.00,0.00,0.00,0.00,0.00,-99.92,0.00,0.00,129.82,0.00,0.00,101.62,-128.13,0.00,0.00,-122.13,0.00,0.00,-77.89
29652192,Murrieta Hot Springs Rd,2324,336,2025-09-15,2025-09-21,USD,5019.43,409.30,473.48,0.00,0.00,215.47,0.00,52.29,3.37,-63.36,4455.55,4395.86,3.67,4392.19,0.00,4677.66,8.81,172.90,63.36,0.00,77.29,264.01,0.00,0.00,404.38,0.00,0.00,0.00,0.00,0.00,-105.51,0.00,0.00,98.26,0.00,0.00,52.29,-172.90,-8.81,0.00,-171.95,8.81,0.00,-63.36
29652227,Catclaw - Abilene,2324,444,2025-09-15,2025-09-21,USD,6102.55,465.47,595.75,12.08,0.00,286.63,0.00,115.25,390.76,-55.50,5033.51,5368.77,390.76,4978.01,0.00,5641.46,47.76,237.13,55.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-123.69,0.00,0.00,115.99,0.00,0.00,115.25,-237.13,-47.76,0.00,-174.36,47.76,0.00,-55.50
29894178,University Dr,2324,380,2025-09-15,2025-09-21,USD,2157.36,163.36,205.93,4.08,0.00,105.90,0.00,47.25,0.00,-39.96,1939.16,1899.20,0.00,1899.20,0.00,1980.24,0.00,86.10,39.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-51.06,0.00,0.00,40.49,0.00,0.00,47.25,-86.10,0.00,0.00,-41.15,0.00,0.00,-39.96
31345439,Sunrise Blvd,2324,CA-100377,2025-09-15,2025-09-21,USD,7068.49,561.06,617.47,0.00,0.00,488.57,0.00,139.09,113.37,-127.58,6220.03,6205.82,113.37,6092.45,0.00,6412.06,18.15,422.24,127.58,0.00,55.34,269.50,0.00,0.00,408.46,0.00,0.00,0.00,0.00,0.00,-106.61,0.00,0.00,128.43,0.00,0.00,139.09,-422.24,-18.15,0.00,-160.49,18.15,0.00,-127.58
31345441,Magnolia Ave,2324,CA100453,2025-09-15,2025-09-21,USD,3131.85,250.30,259.78,0.00,0.00,139.56,0.00,39.41,11.19,-5.99,2724.78,2729.98,11.19,2718.79,0.00,2860.68,0.00,115.80,5.99,0.00,37.39,125.93,0.00,0.00,162.35,0.00,0.00,0.00,0.00,0.00,-149.38,0.00,0.00,62.96,0.00,0.00,39.41,-115.80,0.00,0.00,-97.67,0.00,0.00,-5.99
32118309,Princeton,2324,NJ100463,2025-09-15,2025-09-21,USD,2903.71,188.25,198.99,0.00,0.00,11.97,0.00,99.61,0.00,-15.98,2835.56,2819.58,0.00,2819.58,0.00,2842.26,0.00,9.00,15.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-36.47,0.00,0.00,73.01,0.00,0.00,99.61,-9.00,0.00,0.00,-38.54,0.00,0.00,-15.98
32849799,Sunset and Sandhill,2324,486,2025-09-15,2025-09-21,USD,3081.09,0.00,149.74,0.00,0.00,45.94,0.00,108.75,0.00,-26.27,2862.52,2836.25,0.00,2836.25,249.54,2979.73,14.09,38.02,26.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-22.98,0.00,0.00,92.87,0.00,0.00,108.75,-38.02,-14.09,0.00,-23.71,14.09,0.00,-26.27
