Business ID,Business name,Store ID,Store name,Timestamp local time,DoorDash transaction ID,DoorDash order ID,POS order ID,Transaction type,Channel,Description,Subtotal,Tax (subtotal),Customer fees,Tax (customer fees),Commission,Merchant fees,Tax (merchant fees),Marketing fees,Customer discounts,DoorDash marketing credit,Third-party contribution,Error charges,Adjustments,Net total,Payout date,Payout ID
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-08 12:24:42.964114,16069133658,D8C6EEB7,e2e98d9f-3cf0-456c-a4a0-880d706506de,Order,Marketplace,NULL,62.00,2.92,0.00,0.00,-4.80,0.00,0.00,0.00,-30.00,0.00,0.00,0.00,0.00,30.12,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 20:37:21.580716,16064182875,6AE00D7D,05c16cfb-8022-4bf8-9dc6-c38926cfce52,Order,Marketplace,NULL,34.00,3.10,0.00,0.00,-5.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 19:43:31.634658,16063666911,1524EDCE,2575b084-0c58-4f21-af86-7678e42b2698,Order,Marketplace,NULL,26.00,2.37,0.00,0.00,-3.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.47,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 19:43:10.015004,16063663192,154A7A38,9cc260e5-27a4-4a08-8b09-61a3e9ed9eae,Order,Marketplace,NULL,62.00,4.75,0.00,0.00,-7.80,0.00,0.00,-12.30,-10.00,0.00,0.00,0.00,0.00,36.65,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 19:04:46.233256,16063209021,B0A3C7EC,c433ee90-94ef-43cf-9320-8dcf7d6c6167,Order,Marketplace,NULL,82.00,6.57,0.00,0.00,-10.80,0.00,0.00,-0.99,-10.00,0.00,0.00,0.00,0.00,66.78,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 18:35:01.704043,16062808366,BB143DAC,fb79d295-60e4-4f0c-9075-3fd94b2b24f1,Order,Marketplace,NULL,131.00,11.95,0.00,0.00,-7.86,0.00,0.00,0.00,-5.00,5.00,0.00,0.00,0.00,135.09,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 18:21:26.590476,16062613079,5186AC6C,5b04a98d-e314-4d59-aa47-3d56e8bcdb4f,Order,Marketplace,NULL,62.00,4.75,0.00,0.00,-6.24,0.00,0.00,-8.55,-10.00,0.00,0.00,0.00,0.00,41.96,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 17:55:03.536051,16062217367,E5560C6A,0e0590be-fdf6-4ae5-9b88-7fefbbedd58d,Order,Storefront,NULL,281.00,25.64,0.00,0.00,0.00,-12.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.67,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 17:55:01.639803,16062216875,013A793C,72f645b6-f6a6-4c7d-9768-9f2a3c1fa3c0,Order,Storefront,NULL,196.00,17.89,0.00,0.00,0.00,-6.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,207.39,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 17:12:32.255602,16061552545,E9EB47A3,58876a5f-b47c-4d0f-989c-07d58d216163,Order,Marketplace,NULL,98.00,4.84,0.00,0.00,-7.95,0.00,0.00,-0.99,-45.00,0.00,0.00,0.00,0.00,48.90,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 16:38:31.451303,16061009023,497B4BC4,f8fbfb69-fe66-49b7-84ab-c22250656bb8,Order,Marketplace,NULL,90.00,4.11,0.00,0.00,-6.75,0.00,0.00,-0.99,-45.00,0.00,0.00,0.00,0.00,41.37,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 15:45:20.348616,16060191547,F811F7E4,69bb0b69-09b4-47b1-bbfc-948dbc701176,Order,Marketplace,NULL,44.00,3.38,0.00,0.00,-5.55,0.00,0.00,-11.52,-7.00,0.00,0.00,0.00,0.00,23.31,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 15:35:43.270319,16060050222,507E6105,25b48e6f-6c49-4d95-950d-db2dba91208f,Order,Marketplace,NULL,36.00,1.64,0.00,0.00,-2.16,0.00,0.00,-10.59,-18.00,0.00,0.00,0.00,0.00,6.89,NULL,NULL
340740,Teleferic Barcelona,749143,Telefèric Barcelona (Palo Alto),2026-02-07 15:03:32.38499,16059601036,9557A6E4,572fab1b-f434-420f-82d7-afaf05b40cc2,Order,Marketplace,NULL,91.00,7.67,0.00,0.00,-5.04,0.00,0.00,-0.99,-7.00,0.00,0.00,0.00,0.00,85.64,NULL,NULL
