"start_date","end_date","grubhub_store_id","store_number","store_name","street_address","city","state","postal_code","total_orders","subtotal_sales","self_delivery_charge","merchant_fees","sales_tax","tip","merchant_total","commission","delivery_commission","gh_plus_commission","order_processing_fee","withheld_sales_tax","merchant_funded_promotion_and_loyalty","merchant_net_total"
"2025-10-06","2025-10-12","1947263","DE130","Capriotti's Sandwich Shop","120 Lantana Dr ","Hockessin","DE","19707","8","253.90","0.00","0.00","0.00","0.00","253.90","-25.41","-22.18","0.00","0.00","0.00","0.00","206.31"
"2025-10-06","2025-10-12","384341","NV041","Capriotti's Sandwich Shop","1200 N Town Center Dr ","Las Vegas","NV","89144","8","370.95","0.00","0.00","31.07","0.00","402.02","-37.11","-29.67","0.00","0.00","-31.07","0.00","304.17"
"2025-10-06","2025-10-12","8585264","NV019","Capriotti's Sandwich Shop","6340 W Charleston Blvd  ","Las Vegas","NV","89146","6","167.37","0.00","0.00","14.01","0.00","181.38","-16.75","-16.75","0.00","0.00","-14.01","0.00","133.87"
"2025-10-06","2025-10-12","321675","NV056","Capriotti's Sandwich Shop","325 N Nellis Blvd Ste 120 ","Las Vegas","NV","89110","12","353.29","0.00","0.00","29.58","0.00","382.87","-38.30","-38.30","0.00","0.00","-29.58","0.00","276.69"
"2025-10-06","2025-10-12","3231314","ID100290","Capriotti's Sandwich Shop","305 W Appleway Ave  ","Coeur d'Alene","ID","83815","7","159.26","0.00","0.00","9.56","0.00","168.82","-15.94","-15.94","0.00","0.00","-9.56","0.00","127.38"
"2025-10-06","2025-10-12","5174904","PA100330","Capriotti's Sandwich Shop","10 St Francis Way Ste. 10  ","Cranberry Township","PA","16066","7","221.62","0.00","0.00","11.92","0.00","233.54","-23.73","-22.28","0.00","0.00","-11.92","-23.00","152.61"
"2025-10-06","2025-10-12","2693236","AR100196","Capriotti's Sandwich Shop","1406 S Walton Blvd ","Bentonville","AR","72712","7","197.72","0.00","0.00","20.75","0.00","218.47","-19.78","-19.78","0.00","0.00","-20.75","0.00","158.16"
"2025-10-06","2025-10-12","1290816","DE003","Capriotti's Sandwich Shop","250 E Main St Ste 241  ","Newark","DE","19711","12","286.99","0.00","0.00","0.00","0.00","286.99","-28.72","-15.83","0.00","0.00","0.00","0.00","242.44"
"2025-10-06","2025-10-12","7804952","AZ900482","Capriotti's Sandwich Shop","1830 E Broadway Blvd  ","Tucson","AZ","85719","7","138.64","0.00","0.00","11.72","0.00","150.36","-13.88","-10.87","0.00","0.00","0.00","-4.00","121.61"
"2025-10-06","2025-10-12","10478888","PA100505","Capriotti's Sandwich Shop","1086 E Lancaster Ave  ","Downingtown","PA","19335","9","337.91","0.00","0.00","20.26","0.00","358.17","-33.81","-25.04","0.00","0.00","-20.26","0.00","279.06"
"2025-10-06","2025-10-12","5258464","KS207","Capriotti's Sandwich Shop","11902 W 119th St  ","Overland Park","KS","66210","8","323.48","0.00","0.00","30.24","0.00","353.72","-32.37","-32.37","0.00","0.00","-30.24","0.00","258.74"
"2025-10-06","2025-10-12","11448488","Pearl Riverwind East","Capriotti's Sandwich Shop","190 Riverwind E Dr  ","Pearl","MS","39208","3","54.35","0.00","0.00","5.44","0.00","59.79","-5.44","-5.44","0.00","0.00","0.00","0.00","48.91"
"2025-10-06","2025-10-12","2794757","OK213","Capriotti's Sandwich Shop","915 E Kenosha Street   ","Broken Arrow","OK","74012","4","81.93","0.00","0.00","6.89","0.00","88.82","-8.20","-6.01","0.00","0.00","-6.89","0.00","67.72"
"2025-10-06","2025-10-12","1040127","UT155","Capriotti's Sandwich Shop","1881 W Traverse Pkwy  ","Lehi","UT","84043","4","136.02","0.00","0.00","11.09","0.00","147.11","-13.60","-13.60","0.00","0.00","0.00","0.00","119.91"
"2025-10-06","2025-10-12","7504656","AZ071","Capriotti's Sandwich Shop","3510 E Baseline Rd  ","Mesa","AZ","85204","14","519.59","0.00","0.00","43.12","0.00","562.71","-51.98","-51.98","0.00","0.00","0.00","0.00","458.75"
"2025-10-06","2025-10-12","695705","NV147","Capriotti's Sandwich Shop","3355 Novat St Ste 150 ","Las Vegas","NV","89129","8","223.12","0.00","0.00","18.28","0.00","241.40","-22.33","-15.21","0.00","0.00","-18.28","-5.00","180.58"
"2025-10-06","2025-10-12","1472751","DE018","Capriotti's Sandwich Shop","4522 Kirkwood Hwy ","Wilmington","DE","19808","6","132.36","0.00","0.00","0.00","0.00","132.36","-13.25","-10.35","0.00","0.00","0.00","0.00","108.76"
"2025-10-06","2025-10-12","5579360","OK100234","Capriotti's Sandwich Shop","8115 S Olympia Ave W  ","Tulsa","OK","74132","6","228.57","0.00","0.00","19.46","0.00","248.03","-23.65","-20.27","0.00","0.00","-19.46","0.00","184.65"
"2025-10-06","2025-10-12","3056607","UT156","Capriotti's Sandwich Shop","4608 W Partridge Hill Ln  ","Riverton","UT","84065","8","289.95","0.00","0.00","23.93","0.00","313.88","-29.02","-29.02","0.00","0.00","0.00","0.00","255.84"
"2025-10-06","2025-10-12","1278529","NV103","Capriotti's Sandwich Shop","170 N Boulder Hwy ","Henderson","NV","89015","16","511.27","0.00","0.00","40.41","0.00","551.68","-51.16","-40.29","0.00","0.00","-40.41","-29.00","390.82"
"2025-10-06","2025-10-12","1278807","NV111","Capriotti’s Sandwich Shop","3820 E Craig Rd ","North Las Vegas","NV","89030","10","375.68","0.00","0.00","31.45","0.00","407.13","-38.07","-38.07","0.00","0.00","-31.45","0.00","299.54"
"2025-10-06","2025-10-12","3285348","NV109300","Capriotti's Sandwich Shop","4111 Boulder Hwy  ","Las Vegas","NV","89121","6","284.22","0.00","0.00","23.81","0.00","308.03","-28.44","-28.44","0.00","0.00","-23.81","0.00","227.34"
"2025-10-06","2025-10-12","1391102","IA069","Capriotti's Sandwich Shop","3016 E 53rd St ","Davenport","IA","52807","10","233.39","0.00","0.00","16.34","0.00","249.73","-23.36","-23.36","0.00","0.00","-16.34","0.00","186.67"
"2025-10-06","2025-10-12","1044849","DE094","Capriotti's Sandwich Shop","4132 Ogletown Stanton Rd  ","Newark","DE","19713","5","136.59","0.00","0.00","0.00","0.00","136.59","-13.67","-13.67","0.00","0.00","0.00","0.00","109.25"
