Store name as per Uber Eats manager,External store ID as per Uber Eats manager,Order ID as per Uber Eats manager,Unique ID to identify the order ,"The mode of order fulfillment whether it was delivery by courier via Uber network, delivery by merchant, Pick-up by customer or Dine-in",Mode of payment used for order payment,"The platform from which the customer ordered, (i.e. iOS, Android, Uber Eats Web)","Either: Completed (eater received food), Cancelled (order cancelled by eater or support), Refund (eater was refunded for order), or Unfulfilled (order was not able to be completed)","Local date the order was placed, or local date of the original order placed for which there is a refund",Local timestamp for when order was accepted by the merchant ,Uber membership status of the customer who placed the order,Total item sales excl tax ,Tax on total item sales in the order,Total item sales incl tax,Amount merchants are responsible for refunding customers when they report order errors (excl tax),Tax Refund On Sales,Amount merchants are responsible for refunding customers when they report order errors (incl tax),Adjustments merchants made to the price of items once an order has been placed (excl tax),Tax on in-store price adjustments,Merchant promotions applied to the order,Tax on merchant promotions applied to the order,Merchant promotions applied to the delivery fee charged to Eaters,Tax on merchant promotions applied to the delivery fee charged to Eaters,Offer Redemption Fee,Fee charged to eater by the merchant for the packaging material,Amount merchant charges Uber for co-funded marketing campaigns. Varies depending on co-funding % for the campaign.,"Total item sales including promotions, adjustments and bag fee incl tax where applicable","The fee Uber charges to merchant to make their store visible to potential customers, provide support and other related services ( %fee is applied to sub-total before discounts) ",The % Marketplace fee Uber charges merchant,Tax on Marketplace fee charged to merchant by Uber,Fixed Fee charged to merchant by Uber for using Ubers delivery network ,Tax on delivery network fee charged to merchant by Uber,A flat % fee on the basket charged by Uber to merchants for processing every order ,"Where delivery fee is greater than cost of delivery, this is equal to (delivery fee minus the cost of delivery) where applicable",Tax on service fee charged by merchants to eaters,"For merchants who perform their own delivery, the tip from the Eater to the courier",Amount directed to Merchant Capital payments,Description of adhoc one-time payments or charges from Uber to the merchant,"All miscellaneous payments like Ad payments, Ad credits etc. inclusive of tax",Sales tax Uber Eats is required to pay in jurisdictions with marketplace facilitator laws ,"As required by the IRS, a % withheld from payments if the EIN/TIN is missing or does not match IRS records.",Total payout associated with this order (negative if associated with a refund)  Sales + Adjustments - promotions + marketing adjustment + Bag fee + delivery fee (self delivery) + tips (self-delivery) - marketplace fee +/- Other payments - marketplace facilitator tax  (incl tax where applicable),Date payout initiated by Uber (generally the Monday following the prior week),Amount commercially agreed to between Merchant and Uber added on a per item basis and charged to the Eater on Merchant’s behalf	,Applicable taxes due on the Markup Amount,"This is the ID from retailers, used to identify retailer loyalty customers",The reference ID for identifying the payout related to this order in the Payout Summary Report CSV
Store Name,Store ID,Order ID,Workflow ID,Dining Mode,Payment Mode,Order Channel,Order Status,Order Date,Order Accept Time,Customer Uber-Membership Status,Sales (excl. tax),Tax on Sales,Sales (incl. tax),Order Error Adjustments,Tax on Order Error Adjustments,Order Error Adjustments (incl. tax),Price adjustments (excl. tax),Tax on Price Adjustments,Offers on items (incl. tax),Tax On Offers on items,Delivery Offer Redemptions (incl. tax),Tax On Delivery Offer Redemptions,Offer Redemption Fee,Bag Fee,Marketing Adjustment,Total Sales after Adjustments (incl tax),Marketplace Fee,Marketplace fee %,Tax on Marketplace Fee,Delivery Network Fee,Tax on Delivery Network Fee,Order Processing Fee,Delivery Fee,Tax On Delivery Fee,Tips,Capital payments,Other payments description,Other payments,Marketplace Facilitator Tax,Backup Withholding Tax,Total payout ,Payout Date,Markup Amount,Markup Tax,Retailer Loyalty ID,Payout reference ID
Capriotti's Sandwich Shop (NV022),22|15609,#533FC,3bad9412-e0d9-4669-932d-99c4866533fc,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/20/25,6:09 PM,Non-member,18.59,1.56,20.15,0,0,0,0,0,0,0,0,0,0,0,0,20.15,-3.35,18,0,0,0,0,0,0,0,0,,0,-1.56,0,15.24,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.69,0,0,-0.69,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#BC024,88d25080-9141-4880-8bb7-b63dd0dbc024,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,10:53 AM,Uber One member,230.46,19.3,249.76,0,0,0,0,0,0,0,0,0,0,0,0,249.76,-48.4,21,0,0,0,0,0,0,0,0,,0,-19.3,0,182.06,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#E98F1,d37d3beb-41a8-4f69-b01a-54d662ee98f1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,5:48 PM,Uber One member,44.27,3.71,47.98,0,0,0,0,0,0,0,0,0,0,0,0,47.98,-9.3,21,0,0,0,0,0,0,0,0,,0,-3.71,0,34.97,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#D51F8,47d4e857-2fb4-4285-b969-0794cd5d51f8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,6:58 PM,Uber One member,28.79,2.41,31.2,0,0,0,0,0,0,0,0,0,0,0,0,31.2,-6.05,21,0,0,0,0,0,0,0,0,,0,-2.41,0,22.74,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.12,0,0,-0.12,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#AA2C0,5b70296e-1da3-483d-887b-6a8460faa2c0,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,1:13 PM,Uber One member,23.78,1.99,25.77,0,0,0,0,0,0,0,0,0,0,0,0,25.77,-4.99,21,0,0,0,0,0,0,0,0,,0,-1.99,0,18.79,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#BA50B,70e48117-e1f5-4e1f-add4-0106716ba50b,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/22/25,1:16 PM,Non-member,66.12,5.54,71.66,0,0,0,0,0,0,0,0,0,0,0,0,71.66,-13.22,20,0,0,0,0,0,0,0,0,,0,-5.54,0,52.9,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.86,0,0,-1.86,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#890EB,f9db5d0b-ae66-4e62-8ddd-c4f72dd890eb,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/23/25,10:24 AM,Non-member,13.88,1.16,15.04,0,0,0,0,0,0,0,0,0,0,0,0,15.04,-2.78,20,0,0,0,0,0,0,0,0,,0,-1.16,0,11.1,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#449A4,1ad1936e-3b29-4dcd-9ced-aca80d2449a4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,3:15 PM,Uber One member,86.9,7.28,94.18,0,0,0,0,0,0,0,0,0,0,0,0,94.18,-18.25,21,0,0,0,0,0,0,0,0,,0,-7.28,0,68.65,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#3A0C3,b2b665c2-7935-4430-a114-cf824d53a0c3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,12:13 PM,Uber One member,15.99,1.34,17.33,0,0,0,0,0,0,0,0,0,0,0,0,17.33,-3.36,21,0,0,0,0,0,0,0,0,,0,-1.34,0,12.63,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#BE7DC,968f5a19-feb5-4213-9971-fa01412be7dc,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/24/25,4:18 PM,Non-member,24.25,2.03,26.28,0,0,0,0,0,0,0,0,0,0,0,0,26.28,-4.37,18,0,0,0,0,0,0,0,0,,0,-2.03,0,19.88,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#E5A8E,036b53dd-0e1e-4467-b314-c2fd94fe5a8e,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/24/25,6:40 PM,Uber One member,17.99,1.51,19.5,0,0,0,0,0,0,0,0,0,0,0,0,19.5,-3.78,21,0,0,0,0,0,0,0,0,,0,-1.51,0,14.21,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#14F86,7775bf56-e9c5-4c4e-943b-42f25b914f86,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,6:51 PM,Uber One member,96.95,8.12,105.07,0,0,0,0,0,0,0,0,0,0,0,0,105.07,-20.36,21,0,0,0,0,0,0,0,0,,0,-8.12,0,76.59,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.82,0,0,-0.82,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#B9626,ec0f2726-e001-41fd-b6d7-bf6c21bb9626,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,1:41 PM,Non-member,19.87,1.66,21.53,0,0,0,0,0,0,0,0,0,0,0,0,21.53,-3.58,18,0,0,0,0,0,0,0,0,,0,-1.66,0,16.29,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#574B3,0eb986d8-5f24-4c8b-9e54-910d2fe574b3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,2:52 PM,Uber One member,19.19,1.61,20.8,0,0,0,0,0,0,0,0,0,0,0,0,20.8,-4.03,21,0,0,0,0,0,0,0,0,,0,-1.61,0,15.16,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#C3464,db538b77-b35c-4a08-abef-a8d4b8dc3464,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,5:26 PM,Uber One member,31.08,2.6,33.68,0,0,0,0,0,0,0,0,0,0,0,0,33.68,-6.53,21,0,0,0,0,0,0,0,0,,0,-2.6,0,24.55,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#A4334,21b0ff12-4bb4-4135-b048-2cd71cba4334,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,5:21 PM,Uber One member,26.96,2.26,29.22,0,0,0,0,0,0,0,0,0,0,0,0,29.22,-5.66,21,0,0,0,0,0,0,0,0,,0,-2.26,0,21.3,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#2EF52,dd877c0b-272a-4cdf-89d6-6780f062ef52,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/25/25,7:11 PM,Non-member,73.76,6.18,79.94,0,0,0,0,0,0,0,0,0,0,0,0,79.94,-13.28,18,0,0,0,0,0,0,0,0,,0,-6.18,0,60.48,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.77,0,0,-0.77,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#40F73,0364cabd-026c-4ee6-ae67-578634140f73,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,11:50 AM,Uber One member,15.99,1.34,17.33,0,0,0,0,0,0,0,0,0,0,0,0,17.33,-3.36,21,0,0,0,0,0,0,0,0,,0,-1.34,0,12.63,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#88BD2,19b82911-12c6-4bb4-878e-3d76aff88bd2,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,12:41 PM,Uber One member,18.59,1.56,20.15,0,0,0,0,0,0,0,0,0,0,0,0,20.15,-3.9,21,0,0,0,0,0,0,0,0,,0,-1.56,0,14.69,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#BDAE9,53e9407c-cb2e-4d2d-9535-16c2302bdae9,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,4:48 PM,Non-member,35.28,2.95,38.23,0,0,0,0,0,0,0,0,0,0,0,0,38.23,-6.35,18,0,0,0,0,0,0,0,0,,0,-2.95,0,28.93,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#5D683,0eaee45a-893d-4561-a0e0-3ffacb95d683,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,5:14 PM,Non-member,37.78,3.16,40.94,0,0,0,0,0,0,0,0,0,0,0,0,40.94,-6.8,18,0,0,0,0,0,0,0,0,,0,-3.16,0,30.98,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#4C440,43a0fb9f-2b92-4860-a3aa-a4ef2394c440,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/26/25,5:35 PM,Uber One member,28.79,2.41,31.2,0,0,0,0,0,0,0,0,0,0,0,0,31.2,-6.05,21,0,0,0,0,0,0,0,0,,0,-2.41,0,22.74,,0,0,,
Capriotti's Sandwich Shop (NV022),22|15609,#C38F8,2488acae-f9a7-4194-b482-8f988e3c38f8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,6:15 PM,Uber One member,17.99,1.51,19.5,0,0,0,0,0,0,0,0,0,0,0,0,19.5,-3.78,21,0,0,0,0,0,0,0,0,,0,-1.51,0,14.21,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.78,0,0,-0.78,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,#2756C,75706de9-88b2-4416-bea6-b0dc3702756c,Pickup,Digital,UberEats iOS,Completed,10/20/25,11:03 AM,Uber One member,15.99,1.71,17.7,0,0,0,0,0,0,0,0,0,0,0,0,17.7,-0.96,6,0,0,0,0,0,0,0,0,,0,0,0,16.74,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.11,0,0,-0.11,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,#B110A,96c5c652-305d-408e-9939-89c86afb110a,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,6:08 PM,Non-member,34.98,3.75,38.73,0,0,0,0,0,0,0,0,0,0,0,0,38.73,-6.3,18,0,0,0,0,0,0,0,0,,0,0,0,32.43,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,#47A93,dacaca9a-054c-4e27-bbb5-7fd80ac47a93,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,10:09 AM,Uber One member,25.08,2.69,27.77,0,0,0,0,0,0,0,0,0,0,0,0,27.77,-5.27,21,0,0,0,0,0,0,0,0,,0,0,0,22.5,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.44,0,0,-1.44,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,#BCEA5,f8d09b25-729f-43df-bcb4-d5ac66abcea5,Delivery - Partner Using Uber App,Digital,UberEats Web,Completed,10/23/25,12:21 PM,Non-member,40.07,4.3,44.37,0,0,0,0,0,0,0,0,0,0,0,0,44.37,-7.21,18,0,0,0,0,0,0,0,0,,0,0,0,37.16,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.89,0,0,-1.89,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,#C84CA,adaf1799-f4b1-47d7-88a9-1035a94c84ca,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,2:12 PM,Uber One member,17.49,1.88,19.37,0,0,0,0,0,0,0,0,0,0,0,0,19.37,-3.67,21,0,0,0,0,0,0,0,0,,0,0,0,15.7,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,#89C3F,b1796fd5-1780-46b2-877d-67f0c1589c3f,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,7:06 PM,Uber One member,20.99,2.25,23.24,0,0,0,0,0,0,0,0,0,0,0,0,23.24,-4.41,21,0,0,0,0,0,0,0,0,,0,0,0,18.83,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.85,0,0,-1.85,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,,,,,UberEats Unknown,,10/26/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-1.76,0,0,-1.76,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,#CDB0B,949a56ff-4afc-4950-b841-f8c3f4ccdb0b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,11:53 AM,Uber One member,39.86,4.27,44.13,0,0,0,0,0,0,0,0,0,0,0,0,44.13,-8.37,21,0,0,0,0,0,0,0,0,,0,0,0,35.76,,0,0,,
Capriotti's Sandwich Shop (MO100246),246|178461,#B96E4,d7b4d0e7-33c6-4b87-99b1-f2068a4b96e4,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,12:34 PM,Uber One member,128.69,13.8,142.49,0,0,0,0,0,0,0,0,0,0,0,0,142.49,-27.02,21,0,0,0,0,0,0,0,0,,0,0,0,115.47,,0,0,,
Capriotti's Sandwich Shop (IA090),90|15665,#1D9BA,f382bc3f-1238-467f-a45a-bdd54681d9ba,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,6:32 PM,Uber One member,52.14,3.65,55.79,0,0,0,0,0,0,0,0,0,0,0,0,55.79,-10.95,21,0,0,0,0,0,0,0,0,,0,-3.65,0,41.19,,0,0,,
Capriotti's Sandwich Shop (IA090),90|15665,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.37,0,0,-0.37,,0,0,,
Capriotti's Sandwich Shop (IA090),90|15665,#B8C5D,d404aa76-a995-49bd-9987-8987f8bb8c5d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,6:36 PM,Non-member,19.19,1.34,20.53,0,0,0,0,0,0,0,0,0,0,0,0,20.53,-3.45,18,0,0,0,0,0,0,0,0,,0,-1.34,0,15.74,,0,0,,
Capriotti's Sandwich Shop (IA090),90|15665,#83DF1,f32b7cd5-9560-46da-8745-41af84083df1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/24/25,8:07 PM,Non-member,35.38,2.47,37.85,0,0,0,0,0,0,0,0,0,0,0,0,37.85,-6.37,18,0,0,0,0,0,0,0,0,,0,-2.47,0,29.01,,0,0,,
Capriotti's Sandwich Shop (IA090),90|15665,,,,,UberEats Unknown,,10/25/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.86,0,0,-0.86,,0,0,,
Capriotti's Sandwich Shop (IA090),90|15665,#71BDF,d3c4714d-5912-4801-abad-26eac8a71bdf,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/26/25,4:34 PM,Non-member,31.18,2.19,33.37,0,0,0,0,0,0,0,0,0,0,0,0,33.37,-5.61,18,0,0,0,0,0,0,0,0,,0,-2.19,0,25.57,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.99,0,0,-0.99,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,,,,,UberEats Unknown,,10/20/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.81,0,0,-3.81,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#6AEB7,c5dfa677-567c-4517-af81-2b4b9826aeb7,Delivery - Partner Using Uber App,Digital,Postmates iOS,Completed,10/20/25,5:56 PM,Uber One member,59.24,5.15,64.39,0,0,0,0,0,-8,-0.69,0,0,0,0,0,56.39,-11.27,22,0,0,0,0,0,0,0,0,,0,0,0,44.43,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#6AEB7,c5dfa677-567c-4517-af81-2b4b9826aeb7,Delivery - Partner Using Uber App,Digital,Postmates Unknown,Refund,10/20/25,5:56 PM,Uber One member,0,0,0,-5.04,-0.44,-5.48,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,-5.48,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#6AEB7,c5dfa677-567c-4517-af81-2b4b9826aeb7,Delivery - Partner Using Uber App,Digital,Postmates Unknown,Refund Disputed,10/20/25,5:56 PM,Uber One member,0,0,0,5.04,0.44,5.48,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,5.48,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,,,,,UberEats Unknown,,10/21/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.71,0,0,-3.71,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#BCA0D,27779db3-5f78-4b87-a950-4c49489bca0d,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,3:31 PM,Non-member,35.26,3.07,38.33,0,0,0,0,0,0,0,0,0,0,0,0,38.33,-7.05,20,0,0,0,0,0,0,0,0,,0,0,0,31.28,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#841A8,f9836c77-2bb6-4d80-8adf-95a425c841a8,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,4:50 PM,Non-member,18.87,1.64,20.51,0,0,0,0,0,0,0,0,0,0,0,0,20.51,-3.77,20,0,0,0,0,0,0,0,0,,0,0,0,16.74,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#D0CEF,7693fd48-81b6-444f-b502-07f3c44d0cef,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/21/25,6:44 PM,Uber One member,31.96,2.78,34.74,0,0,0,0,0,-8,-0.7,0,0,0,0,0,26.74,-5.27,22,0,0,0,0,0,0,0,0,,0,0,0,20.77,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,,,,,UberEats Unknown,,10/22/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-3.18,0,0,-3.18,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#89658,48062801-60de-4a00-a891-98cb20389658,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,10:58 AM,Uber One member,44.37,3.86,48.23,0,0,0,0,0,0,0,0,0,0,0,0,48.23,-9.76,22,0,0,0,0,0,0,0,0,,0,0,0,38.47,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#89A5C,571754cb-07b0-4218-bbb4-ac718e189a5c,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,11:09 AM,Uber One member,201.38,17.52,218.9,0,0,0,0,0,0,0,0,0,0,0,0,218.9,-44.3,22,0,0,0,0,0,0,0,0,,0,0,0,174.6,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#23548,2f861349-6d82-4a74-b72f-1d4d5c823548,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,2:14 PM,Uber One member,23.76,2.07,25.83,0,0,0,0,0,-5,-0.44,0,0,0,0,0,20.83,-4.13,22,0,0,0,0,0,0,0,0,,0,0,0,16.26,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#E6DF3,ccd90b37-a2ad-4be2-ac7c-69c818be6df3,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/22/25,7:41 PM,Uber One member,20.77,1.81,22.58,0,0,0,0,0,0,0,0,0,0,0,0,22.58,-4.57,22,0,0,0,0,0,0,0,0,,0,0,0,18.01,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#1A838,42ac3f3d-7cbf-49cd-be9c-ede2e611a838,Pickup,Digital,Postmates iOS,Completed,10/22/25,7:11 PM,Uber One member,24.26,2.11,26.37,0,0,0,0,0,0,0,0,0,0,0,0,26.37,-1.46,6,0,0,0,0,0,0,0,0,,0,0,0,24.91,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,,,,,UberEats Unknown,,10/23/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-4.37,0,0,-4.37,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#75446,6f615f99-2a4e-417a-9c87-f23da7a75446,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,11:30 AM,Uber One member,19.58,1.7,21.28,0,0,0,0,0,0,0,0,0,0,0,0,21.28,-4.31,22,0,0,0,0,0,0,0,0,,0,0,0,16.97,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#ACFB1,1cb89d30-8581-402b-bedb-ca621ceacfb1,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,12:03 PM,Uber One member,15.59,1.36,16.95,0,0,0,0,0,0,0,0,0,0,0,0,16.95,-3.43,22,0,0,0,0,0,0,0,0,,0,0,0,13.52,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#88270,74499110-c344-4179-b37f-ab4f4df88270,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,3:45 PM,Uber One member,32.38,2.82,35.2,0,0,0,0,0,0,0,0,0,0,0,0,35.2,-7.12,22,0,0,0,0,0,0,0,0,,0,0,0,28.08,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#A4EDD,fd6240f8-3633-40db-8082-efb1155a4edd,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,3:57 PM,Uber One member,41.98,3.65,45.63,0,0,0,0,0,0,0,0,0,0,0,0,45.63,-9.24,22,0,0,0,0,0,0,0,0,,0,0,0,36.39,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#0642B,0de5e2e6-14e6-47e3-9a2a-0e30c330642b,Delivery - Partner Using Uber App,Digital,UberEats iOS,Completed,10/23/25,7:07 PM,Uber One member,16.08,1.4,17.48,0,0,0,0,0,0,0,0,0,0,0,0,17.48,-3.54,22,0,0,0,0,0,0,0,0,,0,0,0,13.94,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,#FBD60,6e926ee0-9ef2-42c0-aeef-fdc38fbfbd60,Delivery - Partner Using Uber App,Digital,UberEats Android,Completed,10/23/25,7:25 PM,Non-member,28.25,2.46,30.71,0,0,0,0,0,0,0,0,0,0,0,0,30.71,-5.65,20,0,0,0,0,0,0,0,0,,0,0,0,25.06,,0,0,,
Capriotti's Sandwich Shop (AZ900482),482|232546,,,,,UberEats Unknown,,10/24/25,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Ad Spend,-0.86,0,0,-0.86,,0,0,,
